DayNight	Haul	ICES
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
N	564	51H0
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	549	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	550	52G8
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	551	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	552	52G9
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	553	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	554	52H0
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
D	543	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
N	548	53G8
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	544	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	545	53G9
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
D	546	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
E	547	53H0
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
NA	529	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	531	54G8
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	536	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	537	54G9
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
D	538	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
E	540	54H0
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	532	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
D	535	55G9
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
E	533	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
N	534	55H0
