ch1	ch2	Rec	meanD	Rec2	Ae	pA	LOG
558.1346	16.8592	2	35	50G8	0.002315959	2.78E-06	17
282.0373	0	2	35	50G8	0.002315959	2.78E-06	18
628.3888	0	2	30	50G8	0.001984594	2.38E-06	19
178.8461	0	2	30	50G8	0.001984594	2.38E-06	20
1400.4227	0	2	30	50G8	0.001984594	2.38E-06	21
453.831	0	2	30	50G8	0.001984594	2.38E-06	22
265.8135	24.3135	2	35	50G8	0.002315959	2.78E-06	23
157.9221	13.2546	2	40	50G8	0.002647496	3.18E-06	24
369.7845	27.8673	2	35	50G8	0.002315959	2.78E-06	25
177.7586	29.5992	2	35	50G8	0.002315959	2.78E-06	26
262.7512	31.8187	2	35	50G8	0.002315959	2.78E-06	27
172.8133	9.105	2	35	50G8	0.002315959	2.78E-06	28
128.2744	3.6205	2	35	50G8	0.002315959	2.78E-06	29
268.3793	4.1642	2	35	50G8	0.002315959	2.78E-06	30
472.1266	5.0683	2	35	50G8	0.002315959	2.78E-06	31
409.0614	5.4986	2	35	50G8	0.002315959	2.78E-06	32
388.3801	3.0193	2	35	50G8	0.002315959	2.78E-06	33
323.9517	3.8709	2	35	50G8	0.002315959	2.78E-06	34
533.1262	1.6778	2	35	50G8	0.002315959	2.78E-06	35
503.6349	0	2	30	50G8	0.001984594	2.38E-06	36
752.4577	0.3902	2	35	50G8	0.002315959	2.78E-06	37
734.4126	0.3189	2	35	50G8	0.002315959	2.78E-06	38
607.3135	1.4661	2	35	50G8	0.002315959	2.78E-06	39
644.0016	5.3118	2	35	50G8	0.002315959	2.78E-06	40
727.2469	9.2818	2	40	50G8	0.002647496	3.18E-06	41
749.5502	7.0415	2	40	50G8	0.002647496	3.18E-06	42
676.7621	12.2454	2	40	50G8	0.002647496	3.18E-06	43
694.6152	7.3551	2	35	50G8	0.002315959	2.78E-06	44
596.8544	17.3537	2	40	50G8	0.002647496	3.18E-06	45
545.1932	14.5347	2	40	50G8	0.002647496	3.18E-06	46
565.3042	12.3342	2	40	50G8	0.002647496	3.18E-06	47
629.0571	13.1161	2	40	50G8	0.002647496	3.18E-06	48
747.132	15.7479	2	40	50G8	0.002647496	3.18E-06	49
769.7004	9.2056	2	40	50G8	0.002647496	3.18E-06	50
1017.3231	9.4969	2	35	50G8	0.002315959	2.78E-06	51
720.1318	17.0796	2	40	50G8	0.002647496	3.18E-06	52
540.0097	40.8278	2	40	50G8	0.002647496	3.18E-06	53
800.6983	0.141	2	35	50G8	0.002315959	2.78E-06	54
773.6354	101.803	2	40	50G8	0.002647496	3.18E-06	55
672.5515	70.4287	2	40	50G8	0.002647496	3.18E-06	56
679.6989	166.5583	2	60	50G8	0.003975356	4.77E-06	57
40.7996	182.2005	2	65	50G8	0.004307749	5.17E-06	58
620.5919	114.7639	2	65	50G8	0.004307749	5.17E-06	59
13.4166	4.8169	2	40	50G8	0.002647496	3.18E-06	60
32.0352	8.1965	2	45	50G8	0.002979204	3.57E-06	61
27.3707	3.7491	2	40	50G8	0.002647496	3.18E-06	62
134.4546	18.8275	2	45	50G8	0.002979204	3.57E-06	63
236.4034	22.3128	2	45	50G8	0.002979204	3.57E-06	64
33.6874	144.8763	2	60	50G8	0.003975356	4.77E-06	65
NA	NA	2	NA	50G8	833.2288947	0.99979469	66
195.9631	95.8053	3	55	50G9	0.003643134	4.14E-06	1
103.8746	67.7418	3	55	50G9	0.003643134	4.14E-06	2
188.3479	74.9393	3	55	50G9	0.003643134	4.14E-06	3
330.4725	49.7667	3	55	50G9	0.003643134	4.14E-06	4
58.8273	64.2149	3	55	50G9	0.003643134	4.14E-06	5
83.3148	50.353	3	65	50G9	0.004307749	4.90E-06	6
750.8767	34.2618	3	60	50G9	0.003975356	4.52E-06	7
303.0074	35.8279	3	55	50G9	0.003643134	4.14E-06	8
713.0004	39.8626	3	55	50G9	0.003643134	4.14E-06	9
326.6746	57.1959	3	55	50G9	0.003643134	4.14E-06	10
377.6287	58.9596	3	55	50G9	0.003643134	4.14E-06	11
489.0057	23.7167	3	55	50G9	0.003643134	4.14E-06	12
246.1885	41.4336	3	55	50G9	0.003643134	4.14E-06	13
550.7308	91.3071	3	55	50G9	0.003643134	4.14E-06	14
277.6974	96.6836	3	60	50G9	0.003975356	4.52E-06	15
548.9737	116.7644	3	60	50G9	0.003975356	4.52E-06	16
679.4473	61.7229	3	65	50G9	0.004307749	4.90E-06	17
520.4752	64.857	3	65	50G9	0.004307749	4.90E-06	18
260.0872	114.3382	3	65	50G9	0.004307749	4.90E-06	19
355.6203	496.8159	3	65	50G9	0.004307749	4.90E-06	20
365.0692	120.4737	3	65	50G9	0.004307749	4.90E-06	21
289.2856	111.5627	3	60	50G9	0.003975356	4.52E-06	22
335.5089	87.3765	3	65	50G9	0.004307749	4.90E-06	23
737.7168	57.371	3	60	50G9	0.003975356	4.52E-06	24
259.1383	63.6726	3	60	50G9	0.003975356	4.52E-06	25
317.6858	65.1362	3	60	50G9	0.003975356	4.52E-06	26
290.4026	73.2602	3	55	50G9	0.003643134	4.14E-06	27
300.156	57.7863	3	55	50G9	0.003643134	4.14E-06	28
247.7876	61.3635	3	55	50G9	0.003643134	4.14E-06	29
283.7603	107.9642	3	50	50G9	0.003311083	3.76E-06	30
1338.9658	78.1574	3	50	50G9	0.003311083	3.76E-06	31
509.4738	63.5127	3	60	50G9	0.003975356	4.52E-06	32
376.6718	82.9046	3	50	50G9	0.003311083	3.76E-06	33
267.5927	88.4723	3	50	50G9	0.003311083	3.76E-06	34
200.015	35.7164	3	45	50G9	0.002979204	3.39E-06	35
183.5247	46.4487	3	45	50G9	0.002979204	3.39E-06	36
249.317	98.6376	3	45	50G9	0.002979204	3.39E-06	37
83.368	72.761	3	45	50G9	0.002979204	3.39E-06	38
400.1691	103.6829	3	50	50G9	0.003311083	3.76E-06	39
50.1355	77.5153	3	55	50G9	0.003643134	4.14E-06	40
49.3119	84.0888	3	50	50G9	0.003311083	3.76E-06	41
21.8644	125.1535	3	45	50G9	0.002979204	3.39E-06	42
23.5132	43.9032	3	45	50G9	0.002979204	3.39E-06	43
80.2109	88.0599	3	50	50G9	0.003311083	3.76E-06	44
15.4767	43.6917	3	50	50G9	0.003311083	3.76E-06	45
80.6058	90.1762	3	45	50G9	0.002979204	3.39E-06	46
28.1667	154.4511	3	45	50G9	0.002979204	3.39E-06	47
93.5767	73.4909	3	45	50G9	0.002979204	3.39E-06	48
51.4151	1.3148	3	45	50G9	0.002979204	3.39E-06	49
29.8399	55.3587	3	50	50G9	0.003311083	3.76E-06	50
86.8483	14.3479	3	40	50G9	0.002647496	3.01E-06	51
33.9199	18.9013	3	45	50G9	0.002979204	3.39E-06	52
14.4737	25.0205	3	45	50G9	0.002979204	3.39E-06	53
108.1465	38.69	3	45	50G9	0.002979204	3.39E-06	54
74.226	46.1758	3	50	50G9	0.003311083	3.76E-06	55
200.4885	92.6853	3	60	50G9	0.003975356	4.52E-06	56
NA	NA	3	NA	50G9	879.3012894	0.999774064	57
1056.7255	1.6776	4	40	50H0	0.002647496	3.33E-06	1
994.5958	5.2857	4	40	50H0	0.002647496	3.33E-06	2
670.319	3.1606	4	40	50H0	0.002647496	3.33E-06	3
652.5061	4.9281	4	40	50H0	0.002647496	3.33E-06	4
1099.8564	3.4837	4	35	50H0	0.002315959	2.91E-06	5
1176.7083	6.5616	4	40	50H0	0.002647496	3.33E-06	6
776.8771	6.0556	4	40	50H0	0.002647496	3.33E-06	7
788.5268	2.4016	4	40	50H0	0.002647496	3.33E-06	8
928.5745	9.4498	4	50	50H0	0.003311083	4.16E-06	9
925.8467	6.9195	4	45	50H0	0.002979204	3.75E-06	10
934.244	7.0066	4	40	50H0	0.002647496	3.33E-06	11
1134.5576	6.6272	4	35	50H0	0.002315959	2.91E-06	12
2005.6911	1.4287	4	35	50H0	0.002315959	2.91E-06	13
1910.6222	0	4	30	50H0	0.001984594	2.50E-06	14
1908.5861	0	4	30	50H0	0.001984594	2.50E-06	15
2037.8171	0	4	30	50H0	0.001984594	2.50E-06	16
1493.6778	0.329	4	35	50H0	0.002315959	2.91E-06	17
1744.7555	0	4	30	50H0	0.001984594	2.50E-06	18
1827.5763	0	4	35	50H0	0.002315959	2.91E-06	19
1611.934	2.7784	4	35	50H0	0.002315959	2.91E-06	20
990.2806	0	4	30	50H0	0.001984594	2.50E-06	21
471.0235	0	4	30	50H0	0.001984594	2.50E-06	22
647.9356	2.4389	4	35	50H0	0.002315959	2.91E-06	23
506.6379	12.6405	4	40	50H0	0.002647496	3.33E-06	24
394.6387	12.4991	4	40	50H0	0.002647496	3.33E-06	25
363.455	15.5093	4	40	50H0	0.002647496	3.33E-06	26
285.6587	10.7618	4	40	50H0	0.002647496	3.33E-06	27
225.7611	18.5453	4	40	50H0	0.002647496	3.33E-06	28
179.2882	30.522	4	40	50H0	0.002647496	3.33E-06	29
137.4179	51.52	4	40	50H0	0.002647496	3.33E-06	30
144.389	137.346	4	40	50H0	0.002647496	3.33E-06	31
42.5832	42.0484	4	35	50H0	0.002315959	2.91E-06	32
49.5742	86.1696	4	45	50H0	0.002979204	3.75E-06	33
63.3628	46.0213	4	45	50H0	0.002979204	3.75E-06	34
85.121	17.3068	4	50	50H0	0.003311083	4.16E-06	35
33.8817	72.773	4	50	50H0	0.003311083	4.16E-06	36
75.1023	18.3993	4	45	50H0	0.002979204	3.75E-06	37
161.4929	17.8437	4	45	50H0	0.002979204	3.75E-06	38
28.3138	2.1925	4	40	50H0	0.002647496	3.33E-06	39
26.6553	142.5571	4	45	50H0	0.002979204	3.75E-06	40
36.4983	27.5324	4	45	50H0	0.002979204	3.75E-06	41
64.659	42.3825	4	45	50H0	0.002979204	3.75E-06	42
48.9477	71.3804	4	50	50H0	0.003311083	4.16E-06	43
61.5596	46.038	4	50	50H0	0.003311083	4.16E-06	44
93.8473	108.8659	4	50	50H0	0.003311083	4.16E-06	45
145.9709	72.3356	4	50	50H0	0.003311083	4.16E-06	46
NA	NA	4	NA	50H0	794.9775461	0.999845989	47
NA	NA	5	NA	50H1	41.59998	0.999999519	1
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	2
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	3
419.1584	49.4482	6	40	51G7	0.002647496	4.31E-06	1
389.397	43.1384	6	45	51G7	0.002979204	4.85E-06	2
394.4003	42.4551	6	45	51G7	0.002979204	4.85E-06	3
465.7037	32.1689	6	40	51G7	0.002647496	4.31E-06	4
669.9928	11.2251	6	35	51G7	0.002315959	3.77E-06	5
835.8167	26.1197	6	40	51G7	0.002647496	4.31E-06	6
672.7852	13.1711	6	35	51G7	0.002315959	3.77E-06	7
475.2632	1.5684	6	35	51G7	0.002315959	3.77E-06	8
279.2347	27.8137	6	40	51G7	0.002647496	4.31E-06	9
544.3581	28.2837	6	40	51G7	0.002647496	4.31E-06	10
255.3445	26.2972	6	40	51G7	0.002647496	4.31E-06	11
192.4119	47.1965	6	40	51G7	0.002647496	4.31E-06	12
238.0196	36.9273	6	40	51G7	0.002647496	4.31E-06	13
190.7868	21.2549	6	40	51G7	0.002647496	4.31E-06	14
119.6421	21.9949	6	40	51G7	0.002647496	4.31E-06	15
91.5811	20.9891	6	40	51G7	0.002647496	4.31E-06	16
81.1116	30.1864	6	40	51G7	0.002647496	4.31E-06	17
58.6948	16.3592	6	35	51G7	0.002315959	3.77E-06	18
41.7846	3.4929	6	35	51G7	0.002315959	3.77E-06	19
18.1333	1.8313	6	35	51G7	0.002315959	3.77E-06	20
235.3389	0	6	30	51G7	0.001984594	3.23E-06	21
118.7892	0	6	30	51G7	0.001984594	3.23E-06	22
766.1157	0	6	30	51G7	0.001984594	3.23E-06	23
527.425	0	6	30	51G7	0.001984594	3.23E-06	24
583.6071	0.2509	6	35	51G7	0.002315959	3.77E-06	25
46.1987	35.1488	6	35	51G7	0.002315959	3.77E-06	26
11.7565	39.6647	6	35	51G7	0.002315959	3.77E-06	27
25.8772	44.6256	6	40	51G7	0.002647496	4.31E-06	28
31.3381	61.6415	6	40	51G7	0.002647496	4.31E-06	29
91.7205	103.7091	6	40	51G7	0.002647496	4.31E-06	30
61.0355	109.2616	6	40	51G7	0.002647496	4.31E-06	31
NA	NA	6	NA	51G7	614.4228996	0.999874532	32
825.5002	4.3287	7	45	51G8	0.002979204	3.45E-06	1
907.7961	5.6709	7	45	51G8	0.002979204	3.45E-06	2
988.6358	13.9873	7	45	51G8	0.002979204	3.45E-06	3
1008.2504	31.0564	7	40	51G8	0.002647496	3.07E-06	4
761.8363	7.3864	7	40	51G8	0.002647496	3.07E-06	5
874.9199	9.4134	7	35	51G8	0.002315959	2.68E-06	6
1022.663	16.8721	7	35	51G8	0.002315959	2.68E-06	7
1145.568	17.4458	7	35	51G8	0.002315959	2.68E-06	8
1558.0132	20.8132	7	35	51G8	0.002315959	2.68E-06	9
1525.349	8.3152	7	35	51G8	0.002315959	2.68E-06	10
1246.9449	10.2896	7	40	51G8	0.002647496	3.07E-06	11
892.9405	11.3961	7	40	51G8	0.002647496	3.07E-06	12
832.2065	5.7783	7	35	51G8	0.002315959	2.68E-06	13
714.1283	0	7	35	51G8	0.002315959	2.68E-06	14
435.8101	0	7	35	51G8	0.002315959	2.68E-06	15
724.851	0.2694	7	35	51G8	0.002315959	2.68E-06	16
754.1409	0.388	7	35	51G8	0.002315959	2.68E-06	17
500.7002	0.5733	7	35	51G8	0.002315959	2.68E-06	18
469.4512	0.7966	7	35	51G8	0.002315959	2.68E-06	19
498.3739	11.4816	7	35	51G8	0.002315959	2.68E-06	20
692.6883	11.6215	7	35	51G8	0.002315959	2.68E-06	21
573.7653	21.6042	7	40	51G8	0.002647496	3.07E-06	22
601.4872	35.6251	7	40	51G8	0.002647496	3.07E-06	23
669.3466	26.9201	7	45	51G8	0.002979204	3.45E-06	24
517.0116	10.4792	7	40	51G8	0.002647496	3.07E-06	25
438.8998	20.8887	7	40	51G8	0.002647496	3.07E-06	26
360.3595	21.9356	7	40	51G8	0.002647496	3.07E-06	27
641.8662	90.8959	7	45	51G8	0.002979204	3.45E-06	28
594.3585	84.6075	7	40	51G8	0.002647496	3.07E-06	29
206.4339	149.7343	7	45	51G8	0.002979204	3.45E-06	30
68.9477	148.8706	7	45	51G8	0.002979204	3.45E-06	31
43.1908	122.4825	7	45	51G8	0.002979204	3.45E-06	32
28.4703	240.4731	7	45	51G8	0.002979204	3.45E-06	33
88.4816	197.6453	7	45	51G8	0.002979204	3.45E-06	34
6.6127	147.5785	7	45	51G8	0.002979204	3.45E-06	35
54.8449	235.4699	7	40	51G8	0.002647496	3.07E-06	36
214.0037	191.433	7	40	51G8	0.002647496	3.07E-06	37
16.5607	130.3238	7	40	51G8	0.002647496	3.07E-06	38
4.1955	0.6479	7	40	51G8	0.002647496	3.07E-06	39
61.5244	0.5287	7	35	51G8	0.002315959	2.68E-06	40
12.5623	6.1006	7	35	51G8	0.002315959	2.68E-06	41
3.6099	0	7	30	51G8	0.001984594	2.30E-06	42
1863.4881	0	7	30	51G8	0.001984594	2.30E-06	43
1018.5714	0	7	30	51G8	0.001984594	2.30E-06	44
245.529	0	7	30	51G8	0.001984594	2.30E-06	45
126.4995	0	7	30	51G8	0.001984594	2.30E-06	46
346.4893	0	7	30	51G8	0.001984594	2.30E-06	47
2470.8814	0	7	30	51G8	0.001984594	2.30E-06	48
143.4565	26.4563	7	35	51G8	0.002315959	2.68E-06	49
165.0726	34.9904	7	40	51G8	0.002647496	3.07E-06	50
406.0701	24.9479	7	40	51G8	0.002647496	3.07E-06	51
305.0494	144.7047	7	40	51G8	0.002647496	3.07E-06	52
589.2758	138.43	7	40	51G8	0.002647496	3.07E-06	53
666.9889	27.1139	7	40	51G8	0.002647496	3.07E-06	54
266.0086	239.2156	7	40	51G8	0.002647496	3.07E-06	55
358.1693	113.7793	7	40	51G8	0.002647496	3.07E-06	56
473.9755	51.9654	7	40	51G8	0.002647496	3.07E-06	57
NA	NA	7	NA	51G8	863.5557204	0.999832952	58
818.8209	3.1038	8	65	51G9	0.004307749	4.98E-06	1
507.0738	3.1627	8	65	51G9	0.004307749	4.98E-06	2
906.6674	5.7178	8	60	51G9	0.003975356	4.59E-06	3
969.0159	7.6837	8	60	51G9	0.003975356	4.59E-06	4
755.6794	7.6567	8	55	51G9	0.003643134	4.21E-06	5
834.3432	3.3809	8	55	51G9	0.003643134	4.21E-06	6
767.3256	2.9197	8	55	51G9	0.003643134	4.21E-06	7
1448.4087	2.9168	8	50	51G9	0.003311083	3.82E-06	8
2134.5484	2.0156	8	50	51G9	0.003311083	3.82E-06	9
1771.7967	3.9588	8	50	51G9	0.003311083	3.82E-06	10
1815.2235	2.2962	8	45	51G9	0.002979204	3.44E-06	11
1475.8149	1.0654	8	45	51G9	0.002979204	3.44E-06	12
1484.8048	0.2295	8	45	51G9	0.002979204	3.44E-06	13
1173.9813	0.8543	8	50	51G9	0.003311083	3.82E-06	14
943.6491	4.0996	8	50	51G9	0.003311083	3.82E-06	15
1307.0917	6.3399	8	50	51G9	0.003311083	3.82E-06	16
1413.36	9.9012	8	50	51G9	0.003311083	3.82E-06	17
1091.5014	9.3864	8	50	51G9	0.003311083	3.82E-06	18
1261.6929	5.9944	8	50	51G9	0.003311083	3.82E-06	19
1012.1425	6.6634	8	50	51G9	0.003311083	3.82E-06	20
1018.7683	8.3397	8	45	51G9	0.002979204	3.44E-06	21
739.0911	10.1711	8	45	51G9	0.002979204	3.44E-06	22
748.1036	10.3024	8	45	51G9	0.002979204	3.44E-06	23
889.8689	10.723	8	40	51G9	0.002647496	3.06E-06	24
673.599	4.721	8	40	51G9	0.002647496	3.06E-06	25
834.2256	5.5688	8	45	51G9	0.002979204	3.44E-06	26
232.3849	43.2114	8	40	51G9	0.002647496	3.06E-06	27
253.762	47.9073	8	40	51G9	0.002647496	3.06E-06	28
287.5171	19.1168	8	40	51G9	0.002647496	3.06E-06	29
184.2355	125.8931	8	40	51G9	0.002647496	3.06E-06	30
292.9364	29.3577	8	45	51G9	0.002979204	3.44E-06	31
244.6899	120.469	8	45	51G9	0.002979204	3.44E-06	32
113.093	65.62	8	55	51G9	0.003643134	4.21E-06	33
347.8616	189.9411	8	55	51G9	0.003643134	4.21E-06	34
192.2052	56.2795	8	50	51G9	0.003311083	3.82E-06	35
223.7205	47.869	8	55	51G9	0.003643134	4.21E-06	36
284.7122	73.6828	8	50	51G9	0.003311083	3.82E-06	37
748.4862	108.3704	8	50	51G9	0.003311083	3.82E-06	38
616.1508	108.557	8	45	51G9	0.002979204	3.44E-06	39
441.9576	81.9579	8	45	51G9	0.002979204	3.44E-06	40
679.6009	285.5951	8	50	51G9	0.003311083	3.82E-06	41
1009.3874	55.6474	8	60	51G9	0.003975356	4.59E-06	42
519.4372	101.2806	8	60	51G9	0.003975356	4.59E-06	43
422.8694	203.5937	8	60	51G9	0.003975356	4.59E-06	44
288.1573	61.4742	8	65	51G9	0.004307749	4.98E-06	45
343.9372	139.0181	8	65	51G9	0.004307749	4.98E-06	46
455.9523	198.6302	8	70	51G9	0.004640313	5.36E-06	47
648.319	119.2999	8	70	51G9	0.004640313	5.36E-06	48
375.1584	248.353	8	70	51G9	0.004640313	5.36E-06	49
1770.2721	489.4741	8	70	51G9	0.004640313	5.36E-06	50
945.9974	236.5643	8	65	51G9	0.004307749	4.98E-06	51
912.4314	167.0321	8	65	51G9	0.004307749	4.98E-06	52
830.5268	150.3318	8	65	51G9	0.004307749	4.98E-06	53
503.5709	125.3926	8	65	51G9	0.004307749	4.98E-06	54
267.3542	119.4837	8	65	51G9	0.004307749	4.98E-06	55
NA	NA	8	NA	51G9	865.605922	0.99977584	56
503.0223	36.2172	9	45	51H0	0.002979204	3.44E-06	1
193.3202	75.6465	9	45	51H0	0.002979204	3.44E-06	2
142.3783	61.2471	9	45	51H0	0.002979204	3.44E-06	3
208.322	57.1498	9	45	51H0	0.002979204	3.44E-06	4
469.1182	60.3584	9	45	51H0	0.002979204	3.44E-06	5
841.1664	40.0534	9	45	51H0	0.002979204	3.44E-06	6
933.0851	95.7087	9	45	51H0	0.002979204	3.44E-06	7
226.3543	87.3623	9	45	51H0	0.002979204	3.44E-06	8
1243.6419	124.0858	9	50	51H0	0.003311083	3.82E-06	9
177.4433	51.9225	9	50	51H0	0.003311083	3.82E-06	10
1280.7882	69.4834	9	50	51H0	0.003311083	3.82E-06	11
2118.8877	110.3108	9	55	51H0	0.003643134	4.21E-06	12
1491.3026	65.8022	9	55	51H0	0.003643134	4.21E-06	13
214.7537	87.5985	9	60	51H0	0.003975356	4.59E-06	14
219.8864	121.6996	9	65	51H0	0.004307749	4.98E-06	15
165.6337	102.7773	9	65	51H0	0.004307749	4.98E-06	16
276.7025	89.4539	9	65	51H0	0.004307749	4.98E-06	17
535.63	98.2835	9	70	51H0	0.004640313	5.36E-06	18
265.5197	152.349	9	75	51H0	0.004973049	5.74E-06	19
610.4481	69.4737	9	75	51H0	0.004973049	5.74E-06	20
1971.5696	75.7038	9	75	51H0	0.004973049	5.74E-06	21
1291.639	183.0961	9	70	51H0	0.004640313	5.36E-06	22
758.1745	65.3628	9	70	51H0	0.004640313	5.36E-06	23
352.5493	51.7459	9	65	51H0	0.004307749	4.98E-06	24
390.272	83.6774	9	70	51H0	0.004640313	5.36E-06	25
785.1549	123.6399	9	70	51H0	0.004640313	5.36E-06	26
1281.9076	104.4017	9	70	51H0	0.004640313	5.36E-06	27
693.602	134.7292	9	70	51H0	0.004640313	5.36E-06	28
1207.2701	99.6017	9	70	51H0	0.004640313	5.36E-06	29
1462.7899	164.6247	9	70	51H0	0.004640313	5.36E-06	30
810.4615	65.2922	9	70	51H0	0.004640313	5.36E-06	31
347.6995	9.0869	9	65	51H0	0.004307749	4.98E-06	32
316.3156	9.4119	9	65	51H0	0.004307749	4.98E-06	33
366.7373	6.436	9	60	51H0	0.003975356	4.59E-06	34
451.2291	4.856	9	60	51H0	0.003975356	4.59E-06	35
603.2518	6.117	9	60	51H0	0.003975356	4.59E-06	36
663.7332	4.8134	9	60	51H0	0.003975356	4.59E-06	37
579.2502	11.8796	9	60	51H0	0.003975356	4.59E-06	38
512.8234	8.9838	9	60	51H0	0.003975356	4.59E-06	39
414.7757	8.2855	9	55	51H0	0.003643134	4.21E-06	40
546.7338	3.2868	9	50	51H0	0.003311083	3.82E-06	41
333.7137	1.8981	9	50	51H0	0.003311083	3.82E-06	42
424.1905	1.9397	9	45	51H0	0.002979204	3.44E-06	43
448.8588	1.5999	9	45	51H0	0.002979204	3.44E-06	44
383.4271	1.1044	9	45	51H0	0.002979204	3.44E-06	45
444.6714	1.3764	9	40	51H0	0.002647496	3.06E-06	46
553.8905	4.4843	9	40	51H0	0.002647496	3.06E-06	47
766.3246	0	9	40	51H0	0.002647496	3.06E-06	48
752.2762	0.6803	9	40	51H0	0.002647496	3.06E-06	49
778.7139	2.3714	9	40	51H0	0.002647496	3.06E-06	50
557.9093	1.3055	9	35	51H0	0.002315959	2.68E-06	51
827.7642	5.1904	9	40	51H0	0.002647496	3.06E-06	52
836.0987	0	9	30	51H0	0.001984594	2.29E-06	53
1245.1832	5.4721	9	40	51H0	0.002647496	3.06E-06	54
1065.1946	4.9814	9	45	51H0	0.002979204	3.44E-06	55
NA	NA	9	NA	51H0	865.4989354	0.999767743	56
NA	NA	10	NA	51H1	237.29998	0.999999916	1
NA	NA	10	NA	51H1	1.00E-05	4.21E-08	2
NA	NA	10	NA	51H1	1.00E-05	4.21E-08	3
177.403	3.2066	11	50	52G7	0.003311083	6.86E-06	1
167.1217	2.82	11	50	52G7	0.003311083	6.86E-06	2
275.2971	3.5325	11	50	52G7	0.003311083	6.86E-06	3
242.9345	1.5774	11	50	52G7	0.003311083	6.86E-06	4
208.6562	2.2976	11	45	52G7	0.002979204	6.17E-06	5
203.8915	3.8262	11	50	52G7	0.003311083	6.86E-06	6
196.8913	3.357	11	50	52G7	0.003311083	6.86E-06	7
194.3886	1.1082	11	45	52G7	0.002979204	6.17E-06	8
123.7707	3.4465	11	45	52G7	0.002979204	6.17E-06	9
