ch1	ch2	Rec	meanD	Rec2	Ae	pA	LOG
575.801774	0	4	30	50H0	0.001984594	2.50E-06	8
404.242302	12.028568	4	35	50H0	0.002315959	2.91E-06	9
653.638083	4.31	4	35	50H0	0.002315959	2.91E-06	10
418.127273	0	4	30	50H0	0.001984594	2.50E-06	11
350.545952	0	4	30	50H0	0.001984594	2.50E-06	12
374.572495	0	4	30	50H0	0.001984594	2.50E-06	13
106.972863	0	4	30	50H0	0.001984594	2.50E-06	14
253.275831	0	4	30	50H0	0.001984594	2.50E-06	15
139.894846	0	4	30	50H0	0.001984594	2.50E-06	16
1059.386457	0	4	30	50H0	0.001984594	2.50E-06	17
92.752769	0	4	25	50H0	0.0016534	2.08E-06	18
644.115116	0	4	30	50H0	0.001984594	2.50E-06	19
469.834792	0	4	30	50H0	0.001984594	2.50E-06	20
2340.554961	24.405319	4	35	50H0	0.002315959	2.91E-06	21
916.006927	12.048547	4	35	50H0	0.002315959	2.91E-06	22
679.610956	12.373408	4	35	50H0	0.002315959	2.91E-06	23
1379.706293	136.671354	4	40	50H0	0.002647496	3.33E-06	24
878.948811	74.485133	4	45	50H0	0.002979204	3.75E-06	25
487.357569	102.286467	4	55	50H0	0.003643134	4.58E-06	26
310.543965	150.433314	4	50	50H0	0.003311083	4.16E-06	27
377.961908	168.212748	4	45	50H0	0.002979204	3.75E-06	28
419.952162	65.731166	4	45	50H0	0.002979204	3.75E-06	29
179.441107	59.426422	4	45	50H0	0.002979204	3.75E-06	30
395.165766	85.551227	4	45	50H0	0.002979204	3.75E-06	31
247.013921	104.116235	4	45	50H0	0.002979204	3.75E-06	32
157.756474	89.355034	4	45	50H0	0.002979204	3.75E-06	33
86.675188	105.880253	4	45	50H0	0.002979204	3.75E-06	34
201.474278	106.224836	4	45	50H0	0.002979204	3.75E-06	35
202.56499	193.983202	4	50	50H0	0.003311083	4.16E-06	36
NA	NA	4	NA	50H0	795.0116461	0.999888877	37
NA	NA	5	NA	50H1	41.59998	0.999999519	1
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	2
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	3
639.388954	1.687993	6	35	51G7	0.002315959	3.77E-06	1
672.440779	17.02249	6	40	51G7	0.002647496	4.31E-06	2
537.936042	24.20682	6	40	51G7	0.002647496	4.31E-06	3
360.472975	14.238511	6	40	51G7	0.002647496	4.31E-06	4
530.924101	20.861451	6	40	51G7	0.002647496	4.31E-06	5
563.288667	28.090598	6	40	51G7	0.002647496	4.31E-06	6
925.8362	23.917557	6	40	51G7	0.002647496	4.31E-06	7
731.620734	16.612699	6	40	51G7	0.002647496	4.31E-06	8
714.540147	14.03649	6	40	51G7	0.002647496	4.31E-06	9
451.865488	10.258628	6	40	51G7	0.002647496	4.31E-06	10
622.760009	15.579548	6	35	51G7	0.002315959	3.77E-06	11
602.45711	5.07267	6	35	51G7	0.002315959	3.77E-06	12
633.587612	0	6	30	51G7	0.001984594	3.23E-06	13
484.264587	7.705975	6	35	51G7	0.002315959	3.77E-06	14
706.242634	6.53185	6	35	51G7	0.002315959	3.77E-06	15
923.583815	20.618822	6	40	51G7	0.002647496	4.31E-06	16
624.729301	25.572975	6	40	51G7	0.002647496	4.31E-06	17
612.159924	39.080564	6	40	51G7	0.002647496	4.31E-06	18
482.322993	21.397023	6	40	51G7	0.002647496	4.31E-06	19
648.931313	41.195893	6	40	51G7	0.002647496	4.31E-06	20
673.332402	45.062797	6	40	51G7	0.002647496	4.31E-06	21
499.603502	39.144485	6	40	51G7	0.002647496	4.31E-06	22
571.271682	36.640062	6	40	51G7	0.002647496	4.31E-06	23
517.662059	23.67163	6	40	51G7	0.002647496	4.31E-06	24
418.825839	106.944887	6	40	51G7	0.002647496	4.31E-06	25
387.275665	73.089333	6	40	51G7	0.002647496	4.31E-06	26
207.616243	52.291096	6	40	51G7	0.002647496	4.31E-06	27
276.305834	52.753654	6	35	51G7	0.002315959	3.77E-06	28
332.961172	23.471237	6	35	51G7	0.002315959	3.77E-06	29
253.038255	10.424823	6	35	51G7	0.002315959	3.77E-06	30
NA	NA	6	NA	51G7	614.4238903	0.999876144	31
869.532424	0	7	30	51G8	0.001984594	2.30E-06	1
814.478108	0	7	30	51G8	0.001984594	2.30E-06	2
218.974072	0	7	30	51G8	0.001984594	2.30E-06	3
62.58627	3.812588	7	35	51G8	0.002315959	2.68E-06	4
100.52414	17.112775	7	35	51G8	0.002315959	2.68E-06	5
10.299865	88.635395	7	40	51G8	0.002647496	3.07E-06	6
11.956058	84.351298	7	40	51G8	0.002647496	3.07E-06	7
21.140647	157.100859	7	40	51G8	0.002647496	3.07E-06	8
24.785282	208.713188	7	45	51G8	0.002979204	3.45E-06	9
27.746819	283.756756	7	45	51G8	0.002979204	3.45E-06	10
76.184924	279.674033	7	45	51G8	0.002979204	3.45E-06	11
6.255044	157.239899	7	45	51G8	0.002979204	3.45E-06	12
11.989368	124.250216	7	45	51G8	0.002979204	3.45E-06	13
12.111584	98.120717	7	45	51G8	0.002979204	3.45E-06	14
20.354771	262.24654	7	45	51G8	0.002979204	3.45E-06	15
35.405644	376.468917	7	40	51G8	0.002647496	3.07E-06	16
9.226112	35.798971	7	40	51G8	0.002647496	3.07E-06	17
25.029566	29.867147	7	45	51G8	0.002979204	3.45E-06	18
7.405556	65.674261	7	45	51G8	0.002979204	3.45E-06	19
83.397382	115.410986	7	45	51G8	0.002979204	3.45E-06	20
12.155941	57.646704	7	45	51G8	0.002979204	3.45E-06	21
69.227007	115.949512	7	40	51G8	0.002647496	3.07E-06	22
13.330085	100.943858	7	40	51G8	0.002647496	3.07E-06	23
14.102303	35.683239	7	40	51G8	0.002647496	3.07E-06	24
106.259929	0.444642	7	35	51G8	0.002315959	2.68E-06	25
499.023368	0.726327	7	35	51G8	0.002315959	2.68E-06	26
459.266341	53.702756	7	35	51G8	0.002315959	2.68E-06	27
90.171754	29.440881	7	40	51G8	0.002647496	3.07E-06	28
55.910926	83.464096	7	40	51G8	0.002647496	3.07E-06	29
80.436539	17.227737	7	40	51G8	0.002647496	3.07E-06	30
57.612505	54.224209	7	40	51G8	0.002647496	3.07E-06	31
31.592168	77.196843	7	40	51G8	0.002647496	3.07E-06	32
64.986622	347.649357	7	40	51G8	0.002647496	3.07E-06	33
597.131217	29.128145	7	55	51G8	0.003643134	4.22E-06	34
537.640078	31.016329	7	50	51G8	0.003311083	3.83E-06	35
833.861007	36.975582	7	45	51G8	0.002979204	3.45E-06	36
654.496182	31.070911	7	40	51G8	0.002647496	3.07E-06	37
567.597695	12.448681	7	40	51G8	0.002647496	3.07E-06	38
651.908685	11.603438	7	40	51G8	0.002647496	3.07E-06	39
1129.892368	68.407545	7	45	51G8	0.002979204	3.45E-06	40
982.535465	58.959987	7	40	51G8	0.002647496	3.07E-06	41
1089.9664	61.922186	7	45	51G8	0.002979204	3.45E-06	42
467.571423	15.102885	7	45	51G8	0.002979204	3.45E-06	43
728.468431	7.492762	7	40	51G8	0.002647496	3.07E-06	44
1155.405771	17.171041	7	40	51G8	0.002647496	3.07E-06	45
1181.86489	18.45981	7	40	51G8	0.002647496	3.07E-06	46
1024.25691	2.712939	7	35	51G8	0.002315959	2.68E-06	47
1103.372834	0	7	30	51G8	0.001984594	2.30E-06	48
1004.543141	0	7	30	51G8	0.001984594	2.30E-06	49
848.608248	0	7	30	51G8	0.001984594	2.30E-06	50
1080.230635	0	7	30	51G8	0.001984594	2.30E-06	51
1398.867991	0	7	30	51G8	0.001984594	2.30E-06	52
1976.878884	0	7	30	51G8	0.001984594	2.30E-06	53
1322.016116	0	7	25	51G8	0.0016534	1.91E-06	54
1888.516093	0	7	30	51G8	0.001984594	2.30E-06	55
NA	NA	7	NA	51G8	863.5573652	0.999834856	56
39.278673	40.687728	8	45	51G9	0.002979204	3.44E-06	1
175.952739	119.703241	8	40	51G9	0.002647496	3.06E-06	2
38.809647	53.72464	8	40	51G9	0.002647496	3.06E-06	3
95.081205	113.142334	8	40	51G9	0.002647496	3.06E-06	4
127.945403	204.901904	8	45	51G9	0.002979204	3.44E-06	5
110.348976	76.24997	8	45	51G9	0.002979204	3.44E-06	6
53.874679	120.420125	8	45	51G9	0.002979204	3.44E-06	7
21.887004	21.943934	8	45	51G9	0.002979204	3.44E-06	8
78.665175	109.639625	8	45	51G9	0.002979204	3.44E-06	9
137.485125	102.694587	8	45	51G9	0.002979204	3.44E-06	10
141.054644	92.118713	8	45	51G9	0.002979204	3.44E-06	11
201.832116	154.321295	8	50	51G9	0.003311083	3.82E-06	12
96.980491	157.227868	8	50	51G9	0.003311083	3.82E-06	13
239.640531	112.615033	8	50	51G9	0.003311083	3.82E-06	14
112.305434	220.834267	8	50	51G9	0.003311083	3.82E-06	15
256.881105	336.99462	8	50	51G9	0.003311083	3.82E-06	16
119.196768	278.419111	8	50	51G9	0.003311083	3.82E-06	17
248.539282	283.930921	8	50	51G9	0.003311083	3.82E-06	18
128.358645	147.95976	8	45	51G9	0.002979204	3.44E-06	19
55.167904	81.300997	8	45	51G9	0.002979204	3.44E-06	20
103.220784	108.336351	8	45	51G9	0.002979204	3.44E-06	21
105.241213	98.997311	8	50	51G9	0.003311083	3.82E-06	22
292.859259	311.368539	8	55	51G9	0.003643134	4.21E-06	23
74.229541	339.533843	8	60	51G9	0.003975356	4.59E-06	24
122.926832	339.822755	8	60	51G9	0.003975356	4.59E-06	25
90.475705	252.666607	8	65	51G9	0.004307749	4.98E-06	26
103.005158	331.841214	8	70	51G9	0.004640313	5.36E-06	27
128.120854	310.682996	8	70	51G9	0.004640313	5.36E-06	28
507.055057	30.792579	8	70	51G9	0.004640313	5.36E-06	29
NA	NA	8	NA	51G9	865.7029751	0.999887936	30
173.662882	197.849892	9	50	51H0	0.003311083	3.82E-06	1
137.13616	257.565711	9	50	51H0	0.003311083	3.82E-06	2
304.645258	251.236126	9	55	51H0	0.003643134	4.21E-06	3
514.629366	189.474966	9	55	51H0	0.003643134	4.21E-06	4
391.52811	108.904302	9	60	51H0	0.003975356	4.59E-06	5
310.038563	145.830468	9	60	51H0	0.003975356	4.59E-06	6
280.731705	389.09647	9	60	51H0	0.003975356	4.59E-06	7
819.921014	159.227369	9	65	51H0	0.004307749	4.98E-06	8
1924.476729	145.203269	9	60	51H0	0.003975356	4.59E-06	9
1056.399043	127.231535	9	65	51H0	0.004307749	4.98E-06	10
209.180391	95.762613	9	60	51H0	0.003975356	4.59E-06	11
179.795549	100.505883	9	60	51H0	0.003975356	4.59E-06	12
360.785302	111.961417	9	60	51H0	0.003975356	4.59E-06	13
400.93404	101.797833	9	60	51H0	0.003975356	4.59E-06	14
353.135621	59.204767	9	60	51H0	0.003975356	4.59E-06	15
480.424558	52.398135	9	60	51H0	0.003975356	4.59E-06	16
154.109505	28.812049	9	60	51H0	0.003975356	4.59E-06	17
458.929322	21.627066	9	65	51H0	0.004307749	4.98E-06	18
505.106343	26.169728	9	70	51H0	0.004640313	5.36E-06	19
451.797117	11.385229	9	65	51H0	0.004307749	4.98E-06	20
563.313482	33.881532	9	60	51H0	0.003975356	4.59E-06	21
807.12724	20.419892	9	65	51H0	0.004307749	4.98E-06	22
801.222967	11.673116	9	70	51H0	0.004640313	5.36E-06	23
916.313899	17.400015	9	70	51H0	0.004640313	5.36E-06	24
805.411806	20.450953	9	65	51H0	0.004307749	4.98E-06	25
935.740326	25.21712	9	70	51H0	0.004640313	5.36E-06	26
839.082923	27.269664	9	70	51H0	0.004640313	5.36E-06	27
882.357406	42.046267	9	70	51H0	0.004640313	5.36E-06	28
866.936349	36.440513	9	70	51H0	0.004640313	5.36E-06	29
1181.832416	30.141461	9	70	51H0	0.004640313	5.36E-06	30
NA	NA	9	NA	51H0	865.5754183	0.999856091	31
NA	NA	10	NA	51H1	237.29998	0.999999916	1
NA	NA	10	NA	51H1	1.00E-05	4.21E-08	2
NA	NA	10	NA	51H1	1.00E-05	4.21E-08	3
693.789351	23.590581	11	50	52G7	0.003311083	6.86E-06	1
360.925173	15.369849	11	50	52G7	0.003311083	6.86E-06	2
623.442922	16.963002	11	50	52G7	0.003311083	6.86E-06	3
375.831023	13.250911	11	45	52G7	0.002979204	6.17E-06	4
230.466308	36.587617	11	45	52G7	0.002979204	6.17E-06	5
310.579594	31.800105	11	45	52G7	0.002979204	6.17E-06	6
368.867892	90.270641	11	45	52G7	0.002979204	6.17E-06	7
252.501154	21.943372	11	40	52G7	0.002647496	5.49E-06	8
394.537704	21.387071	11	45	52G7	0.002979204	6.17E-06	9
443.469733	135.86753	11	45	52G7	0.002979204	6.17E-06	10
511.021577	51.241516	11	45	52G7	0.002979204	6.17E-06	11
322.342984	35.387761	11	40	52G7	0.002647496	5.49E-06	12
672.149975	37.714018	11	40	52G7	0.002647496	5.49E-06	13
460.710472	49.568039	11	40	52G7	0.002647496	5.49E-06	14
307.184997	40.08918	11	40	52G7	0.002647496	5.49E-06	15
467.700824	41.249757	11	45	52G7	0.002979204	6.17E-06	16
378.457233	65.934789	11	45	52G7	0.002979204	6.17E-06	17
367.691138	22.070828	11	45	52G7	0.002979204	6.17E-06	18
347.121163	48.036618	11	40	52G7	0.002647496	5.49E-06	19
566.628793	26.163991	11	40	52G7	0.002647496	5.49E-06	20
448.36411	5.899176	11	35	52G7	0.002315959	4.80E-06	21
526.058474	0.349817	11	35	52G7	0.002315959	4.80E-06	22
NA	NA	11	NA	52G7	482.5371103	0.999869686	23
59.31195	2.411797	12	35	52G8	0.002315959	2.72E-06	1
5.768296	0	12	35	52G8	0.002315959	2.72E-06	2
37.277963	0	12	25	52G8	0.0016534	1.94E-06	3
4.568303	0	12	25	52G8	0.0016534	1.94E-06	4
194.527508	0	12	25	52G8	0.0016534	1.94E-06	5
18.552241	0	12	25	52G8	0.0016534	1.94E-06	6
569.469766	0	12	25	52G8	0.0016534	1.94E-06	7
81.170261	0	12	30	52G8	0.001984594	2.33E-06	8
136.907039	7.559886	12	35	52G8	0.002315959	2.72E-06	9
104.756092	57.453279	12	35	52G8	0.002315959	2.72E-06	10
65.2493	165.080461	12	40	52G8	0.002647496	3.11E-06	11
25.552214	248.327729	12	40	52G8	0.002647496	3.11E-06	12
68.674788	207.89136	12	45	52G8	0.002979204	3.50E-06	13
230.733714	326.123261	12	45	52G8	0.002979204	3.50E-06	14
271.040662	76.931653	12	45	52G8	0.002979204	3.50E-06	15
292.902205	30.912689	12	45	52G8	0.002979204	3.50E-06	16
409.803971	19.258306	12	45	52G8	0.002979204	3.50E-06	17
503.662182	29.609701	12	45	52G8	0.002979204	3.50E-06	18
499.374209	29.589358	12	45	52G8	0.002979204	3.50E-06	19
497.280368	21.322447	12	50	52G8	0.003311083	3.89E-06	20
405.833286	18.283118	12	50	52G8	0.003311083	3.89E-06	21
463.643328	21.696284	12	50	52G8	0.003311083	3.89E-06	22
498.697026	14.209583	12	50	52G8	0.003311083	3.89E-06	23
488.658893	10.929735	12	50	52G8	0.003311083	3.89E-06	24
666.834398	20.402623	12	50	52G8	0.003311083	3.89E-06	25
442.815062	18.151369	12	50	52G8	0.003311083	3.89E-06	26
461.638741	24.878346	12	50	52G8	0.003311083	3.89E-06	27
486.367103	62.690283	12	50	52G8	0.003311083	3.89E-06	28
542.769115	20.695222	12	50	52G8	0.003311083	3.89E-06	29
NA	NA	12	NA	52G8	851.9212243	0.99990754	30
22.304998	69.980636	13	40	52G9	0.002647496	3.11E-06	1
24.283263	119.620263	13	40	52G9	0.002647496	3.11E-06	2
17.894759	48.980794	13	40	52G9	0.002647496	3.11E-06	3
46.989371	19.173452	13	40	52G9	0.002647496	3.11E-06	4
43.641652	27.110039	13	40	52G9	0.002647496	3.11E-06	5
13.851316	25.682991	13	40	52G9	0.002647496	3.11E-06	6
18.98994	53.502581	13	40	52G9	0.002647496	3.11E-06	7
17.319661	60.697071	13	45	52G9	0.002979204	3.50E-06	8
8.350422	43.382178	13	45	52G9	0.002979204	3.50E-06	9
14.512888	73.468401	13	45	52G9	0.002979204	3.50E-06	10
27.949244	190.63856	13	45	52G9	0.002979204	3.50E-06	11
21.646461	271.061908	13	45	52G9	0.002979204	3.50E-06	12
18.237736	138.022695	13	45	52G9	0.002979204	3.50E-06	13
32.295873	81.531505	13	45	52G9	0.002979204	3.50E-06	14
37.585745	224.153023	13	45	52G9	0.002979204	3.50E-06	15
28.127898	258.74463	13	45	52G9	0.002979204	3.50E-06	16
34.21624	327.131309	13	45	52G9	0.002979204	3.50E-06	17
68.545914	148.176889	13	40	52G9	0.002647496	3.11E-06	18
30.09216	128.576979	13	40	52G9	0.002647496	3.11E-06	19
66.753347	295.680185	13	45	52G9	0.002979204	3.50E-06	20
60.469324	147.561013	13	45	52G9	0.002979204	3.50E-06	21
24.789599	19.750075	13	40	52G9	0.002647496	3.11E-06	22
17.877328	18.525074	13	40	52G9	0.002647496	3.11E-06	23
57.690405	1145.18245	13	45	52G9	0.002979204	3.50E-06	24
81.902178	222.03414	13	40	52G9	0.002647496	3.11E-06	25
33.761832	1642.515107	13	40	52G9	0.002647496	3.11E-06	26
10.313705	157.747932	13	40	52G9	0.002647496	3.11E-06	27
30.842627	22.998314	13	40	52G9	0.002647496	3.11E-06	28
31.231812	90.622834	13	40	52G9	0.002647496	3.11E-06	29
27.336737	86.610047	13	40	52G9	0.002647496	3.11E-06	30
9.848893	64.556526	13	40	52G9	0.002647496	3.11E-06	31
24.692201	153.208871	13	45	52G9	0.002979204	3.50E-06	32
33.562278	25.816859	13	45	52G9	0.002979204	3.50E-06	33
86.546071	0	13	30	52G9	0.001984594	2.33E-06	34
6.625172	0.826053	13	35	52G9	0.002315959	2.72E-06	35
NA	NA	13	NA	52G9	851.9033565	0.999886569	36
930.303992	32.160208	14	70	52H0	0.004640313	5.45E-06	1
720.922765	23.592455	14	70	52H0	0.004640313	5.45E-06	2
792.934376	27.345967	14	65	52H0	0.004307749	5.06E-06	3
664.14814	19.761775	14	65	52H0	0.004307749	5.06E-06	4
580.912833	16.30034	14	65	52H0	0.004307749	5.06E-06	5
622.738002	26.937142	14	65	52H0	0.004307749	5.06E-06	6
674.102509	29.958273	14	65	52H0	0.004307749	5.06E-06	7
559.914494	16.309359	14	70	52H0	0.004640313	5.45E-06	8
518.552575	16.46747	14	70	52H0	0.004640313	5.45E-06	9
618.699276	29.988743	14	70	52H0	0.004640313	5.45E-06	10
703.291643	16.002906	14	65	52H0	0.004307749	5.06E-06	11
679.74397	16.754408	14	65	52H0	0.004307749	5.06E-06	12
777.6792	9.940734	14	65	52H0	0.004307749	5.06E-06	13
1129.575306	10.214548	14	65	52H0	0.004307749	5.06E-06	14
732.235849	13.700292	14	65	52H0	0.004307749	5.06E-06	15
616.608859	7.434849	14	60	52H0	0.003975356	4.67E-06	16
461.689278	10.787157	14	65	52H0	0.004307749	5.06E-06	17
498.929911	8.849074	14	60	52H0	0.003975356	4.67E-06	18
489.083825	4.338188	14	50	52H0	0.003311083	3.89E-06	19
506.88139	37.479763	14	55	52H0	0.003643134	4.28E-06	20
424.870936	14.721509	14	55	52H0	0.003643134	4.28E-06	21
435.074396	20.71088	14	60	52H0	0.003975356	4.67E-06	22
440.603418	12.837506	14	60	52H0	0.003975356	4.67E-06	23
312.205625	8.344542	14	60	52H0	0.003975356	4.67E-06	24
