DayNight	Haul	ICES
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	553	51G8
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	545	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
D	546	51G9
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	542	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	543	51H0
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
N	549	52G7
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	547	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
D	548	52G8
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
M	534	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
N	537	52G9
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	535	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	536	52H0
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	527	53G7
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
D	528	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
N	533	53G8
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
D	531	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
N	532	53G9
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	529	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	530	53H0
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	526	54G8
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
D	522	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
M	525	54G9
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	523	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
N	524	54H0
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	521	55G9
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
D	519	55H0
