ch1	ch2	Rec	meanD	Rec2	Ae	pA	LOG
222	203	4	45	50H0	0.002979204	3.75E-06	4
261	116	4	45	50H0	0.002979204	3.75E-06	5
63	109	4	40	50H0	0.002647496	3.33E-06	6
78	21	4	40	50H0	0.002647496	3.33E-06	7
47	136	4	40	50H0	0.002647496	3.33E-06	8
184	231	4	55	50H0	0.003643134	4.58E-06	9
25	78	4	45	50H0	0.002979204	3.75E-06	10
154	52	4	45	50H0	0.002979204	3.75E-06	11
228	157	4	40	50H0	0.002647496	3.33E-06	12
410	184	4	40	50H0	0.002647496	3.33E-06	13
206	180	4	45	50H0	0.002979204	3.75E-06	14
198	217	4	45	50H0	0.002979204	3.75E-06	15
453	219	4	45	50H0	0.002979204	3.75E-06	16
174	250	4	45	50H0	0.002979204	3.75E-06	17
178	337	4	50	50H0	0.003311083	4.16E-06	18
263	428	4	60	50H0	0.003975356	5.00E-06	19
794	290	4	50	50H0	0.003311083	4.16E-06	20
39	286	4	50	50H0	0.003311083	4.16E-06	21
78	212	4	50	50H0	0.003311083	4.16E-06	22
72	116	4	50	50H0	0.003311083	4.16E-06	23
33	161	4	50	50H0	0.003311083	4.16E-06	24
179	100	4	50	50H0	0.003311083	4.16E-06	25
224	92	4	50	50H0	0.003311083	4.16E-06	26
55	138	4	50	50H0	0.003311083	4.16E-06	27
255	244	4	50	50H0	0.003311083	4.16E-06	28
82	168	4	55	50H0	0.003643134	4.58E-06	29
209	199	4	55	50H0	0.003643134	4.58E-06	30
129	206	4	55	50H0	0.003643134	4.58E-06	31
168	170	4	55	50H0	0.003643134	4.58E-06	32
293	120	4	55	50H0	0.003643134	4.58E-06	33
622	207	4	55	50H0	0.003643134	4.58E-06	34
527	244	4	55	50H0	0.003643134	4.58E-06	35
334	196	4	50	50H0	0.003311083	4.16E-06	36
119	322	4	50	50H0	0.003311083	4.16E-06	37
404	230	4	50	50H0	0.003311083	4.16E-06	38
357	172	4	45	50H0	0.002979204	3.75E-06	39
808	300	4	50	50H0	0.003311083	4.16E-06	40
1023	246	4	45	50H0	0.002979204	3.75E-06	41
703	132	4	45	50H0	0.002979204	3.75E-06	42
617	111	4	50	50H0	0.003311083	4.16E-06	43
NA	NA	4	NA	50H0	794.962267	0.999826773	44
NA	NA	5	NA	50H1	41.59998	0.999999519	1
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	2
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	3
311	11	6	35	51G7	0.002315959	3.77E-06	1
416	8	6	35	51G7	0.002315959	3.77E-06	2
514	8	6	35	51G7	0.002315959	3.77E-06	3
600	9	6	35	51G7	0.002315959	3.77E-06	4
631	0	6	30	51G7	0.001984594	3.23E-06	5
899	0	6	30	51G7	0.001984594	3.23E-06	6
451	12	6	50	51G7	0.003311083	5.39E-06	7
322	8	6	50	51G7	0.003311083	5.39E-06	8
254	5	6	45	51G7	0.002979204	4.85E-06	9
360	14	6	40	51G7	0.002647496	4.31E-06	10
360	14	6	40	51G7	0.002647496	4.31E-06	11
252	15	6	40	51G7	0.002647496	4.31E-06	12
334	28	6	40	51G7	0.002647496	4.31E-06	13
391	22	6	40	51G7	0.002647496	4.31E-06	14
434	12	6	40	51G7	0.002647496	4.31E-06	15
295	23	6	45	51G7	0.002979204	4.85E-06	16
487	29	6	45	51G7	0.002979204	4.85E-06	17
523	18	6	40	51G7	0.002647496	4.31E-06	18
750	13	6	40	51G7	0.002647496	4.31E-06	19
420	24	6	40	51G7	0.002647496	4.31E-06	20
586	18	6	40	51G7	0.002647496	4.31E-06	21
365	16	6	40	51G7	0.002647496	4.31E-06	22
360	9	6	40	51G7	0.002647496	4.31E-06	23
408	7	6	40	51G7	0.002647496	4.31E-06	24
379	8	6	45	51G7	0.002979204	4.85E-06	25
335	6	6	45	51G7	0.002979204	4.85E-06	26
390	6	6	40	51G7	0.002647496	4.31E-06	27
290	4	6	40	51G7	0.002647496	4.31E-06	28
348	5	6	40	51G7	0.002647496	4.31E-06	29
523	12	6	45	51G7	0.002979204	4.85E-06	30
522	6	6	45	51G7	0.002979204	4.85E-06	31
413	5	6	45	51G7	0.002979204	4.85E-06	32
496	5	6	45	51G7	0.002979204	4.85E-06	33
481	3	6	40	51G7	0.002647496	4.31E-06	34
816	5	6	45	51G7	0.002979204	4.85E-06	35
845	13	6	40	51G7	0.002647496	4.31E-06	36
1535	5	6	35	51G7	0.002315959	3.77E-06	37
1479	3	6	35	51G7	0.002315959	3.77E-06	38
1319	1	6	35	51G7	0.002315959	3.77E-06	39
1650	8	6	35	51G7	0.002315959	3.77E-06	40
1714	6	6	35	51G7	0.002315959	3.77E-06	41
2410	0	6	30	51G7	0.001984594	3.23E-06	42
2331	0	6	30	51G7	0.001984594	3.23E-06	43
1350	0	6	30	51G7	0.001984594	3.23E-06	44
1059	0	6	30	51G7	0.001984594	3.23E-06	45
1056	0	6	30	51G7	0.001984594	3.23E-06	46
1184	12	6	35	51G7	0.002315959	3.77E-06	47
1738	11	6	35	51G7	0.002315959	3.77E-06	48
1713	12	6	35	51G7	0.002315959	3.77E-06	49
1794	25	6	35	51G7	0.002315959	3.77E-06	50
1640	24	6	35	51G7	0.002315959	3.77E-06	51
1474	10	6	35	51G7	0.002315959	3.77E-06	52
1400	36	6	40	51G7	0.002647496	4.31E-06	53
1320	32	6	40	51G7	0.002647496	4.31E-06	54
1378	55	6	45	51G7	0.002979204	4.85E-06	55
1201	39	6	40	51G7	0.002647496	4.31E-06	56
1056	26	6	40	51G7	0.002647496	4.31E-06	57
1027	16	6	45	51G7	0.002979204	4.85E-06	58
1444	55	6	40	51G7	0.002647496	4.31E-06	59
1165	30	6	40	51G7	0.002647496	4.31E-06	60
1166	21	6	40	51G7	0.002647496	4.31E-06	61
912	31	6	35	51G7	0.002315959	3.77E-06	62
1089	23	6	35	51G7	0.002315959	3.77E-06	63
1038	0	6	30	51G7	0.001984594	3.23E-06	64
1365	0	6	30	51G7	0.001984594	3.23E-06	65
1132	0	6	30	51G7	0.001984594	3.23E-06	66
1122	56	6	40	51G7	0.002647496	4.31E-06	67
940	36	6	35	51G7	0.002315959	3.77E-06	68
1007	35	6	40	51G7	0.002647496	4.31E-06	69
1124	81	6	35	51G7	0.002315959	3.77E-06	70
817	93	6	40	51G7	0.002647496	4.31E-06	71
839	113	6	40	51G7	0.002647496	4.31E-06	72
739	81	6	40	51G7	0.002647496	4.31E-06	73
785	57	6	35	51G7	0.002315959	3.77E-06	74
658	43	6	35	51G7	0.002315959	3.77E-06	75
687	3	6	35	51G7	0.002315959	3.77E-06	76
639	27	6	35	51G7	0.002315959	3.77E-06	77
567	55	6	35	51G7	0.002315959	3.77E-06	78
727	13	6	35	51G7	0.002315959	3.77E-06	79
707	30	6	35	51G7	0.002315959	3.77E-06	80
577	138	6	35	51G7	0.002315959	3.77E-06	81
434	201	6	40	51G7	0.002647496	4.31E-06	82
361	269	6	40	51G7	0.002647496	4.31E-06	83
384	132	6	40	51G7	0.002647496	4.31E-06	84
316	100	6	40	51G7	0.002647496	4.31E-06	85
245	86	6	40	51G7	0.002647496	4.31E-06	86
144	56	6	40	51G7	0.002647496	4.31E-06	87
269	47	6	35	51G7	0.002315959	3.77E-06	88
373	19	6	35	51G7	0.002315959	3.77E-06	89
157	0	6	30	51G7	0.001984594	3.23E-06	90
7	0	6	20	51G7	0.001322377	2.15E-06	91
165	0	6	25	51G7	0.0016534	2.69E-06	92
NA	NA	6	NA	51G7	614.2703484	0.999626279	93
1092	5	7	45	51G8	0.002979204	3.45E-06	1
784	2	7	40	51G8	0.002647496	3.07E-06	2
716	9	7	40	51G8	0.002647496	3.07E-06	3
963	7	7	40	51G8	0.002647496	3.07E-06	4
2718	14	7	35	51G8	0.002315959	2.68E-06	5
2657	1	7	35	51G8	0.002315959	2.68E-06	6
1220	0	7	30	51G8	0.001984594	2.30E-06	7
1082	2	7	35	51G8	0.002315959	2.68E-06	8
1348	6	7	35	51G8	0.002315959	2.68E-06	9
761	6	7	35	51G8	0.002315959	2.68E-06	10
964	7	7	35	51G8	0.002315959	2.68E-06	11
1501	9	7	35	51G8	0.002315959	2.68E-06	12
1586	10	7	35	51G8	0.002315959	2.68E-06	13
1277	9	7	35	51G8	0.002315959	2.68E-06	14
1089	4	7	35	51G8	0.002315959	2.68E-06	15
1111	12	7	35	51G8	0.002315959	2.68E-06	16
2766	46	7	40	51G8	0.002647496	3.07E-06	17
3212	61	7	40	51G8	0.002647496	3.07E-06	18
2167	89	7	40	51G8	0.002647496	3.07E-06	19
1544	37	7	40	51G8	0.002647496	3.07E-06	20
1101	28	7	40	51G8	0.002647496	3.07E-06	21
1115	29	7	35	51G8	0.002315959	2.68E-06	22
847	51	7	45	51G8	0.002979204	3.45E-06	23
1571	118	7	45	51G8	0.002979204	3.45E-06	24
1333	160	7	45	51G8	0.002979204	3.45E-06	25
754	40	7	45	51G8	0.002979204	3.45E-06	26
467	23	7	40	51G8	0.002647496	3.07E-06	27
545	30	7	40	51G8	0.002647496	3.07E-06	28
477	48	7	40	51G8	0.002647496	3.07E-06	29
617	69	7	40	51G8	0.002647496	3.07E-06	30
487	82	7	40	51G8	0.002647496	3.07E-06	31
345	49	7	40	51G8	0.002647496	3.07E-06	32
272	47	7	40	51G8	0.002647496	3.07E-06	33
344	45	7	40	51G8	0.002647496	3.07E-06	34
297	24	7	40	51G8	0.002647496	3.07E-06	35
810	195	7	45	51G8	0.002979204	3.45E-06	36
255	115	7	45	51G8	0.002979204	3.45E-06	37
184	164	7	40	51G8	0.002647496	3.07E-06	38
711	174	7	35	51G8	0.002315959	2.68E-06	39
192	0	7	30	51G8	0.001984594	2.30E-06	40
383	0	7	30	51G8	0.001984594	2.30E-06	41
584	0	7	30	51G8	0.001984594	2.30E-06	42
927	0	7	30	51G8	0.001984594	2.30E-06	43
891	5	7	35	51G8	0.002315959	2.68E-06	44
844	1	7	35	51G8	0.002315959	2.68E-06	45
578	0	7	30	51G8	0.001984594	2.30E-06	46
1105	0	7	30	51G8	0.001984594	2.30E-06	47
612	2	7	35	51G8	0.002315959	2.68E-06	48
254	20	7	35	51G8	0.002315959	2.68E-06	49
220	121	7	35	51G8	0.002315959	2.68E-06	50
254	107	7	35	51G8	0.002315959	2.68E-06	51
132	212	7	35	51G8	0.002315959	2.68E-06	52
82	456	7	40	51G8	0.002647496	3.07E-06	53
104	116	7	40	51G8	0.002647496	3.07E-06	54
39	240	7	45	51G8	0.002979204	3.45E-06	55
69	263	7	45	51G8	0.002979204	3.45E-06	56
46	461	7	45	51G8	0.002979204	3.45E-06	57
162	170	7	45	51G8	0.002979204	3.45E-06	58
18	964	7	45	51G8	0.002979204	3.45E-06	59
42	189	7	45	51G8	0.002979204	3.45E-06	60
70	193	7	45	51G8	0.002979204	3.45E-06	61
83	213	7	45	51G8	0.002979204	3.45E-06	62
410	807	7	45	51G8	0.002979204	3.45E-06	63
207	289	7	45	51G8	0.002979204	3.45E-06	64
118	379	7	45	51G8	0.002979204	3.45E-06	65
249	169	7	45	51G8	0.002979204	3.45E-06	66
62	271	7	45	51G8	0.002979204	3.45E-06	67
112	371	7	45	51G8	0.002979204	3.45E-06	68
159	121	7	45	51G8	0.002979204	3.45E-06	69
385	163	7	50	51G8	0.003311083	3.83E-06	70
487	89	7	45	51G8	0.002979204	3.45E-06	71
361	58	7	50	51G8	0.003311083	3.83E-06	72
270	16	7	45	51G8	0.002979204	3.45E-06	73
351	24	7	50	51G8	0.003311083	3.83E-06	74
207	7	7	50	51G8	0.003311083	3.83E-06	75
299	8	7	45	51G8	0.002979204	3.45E-06	76
490	9	7	50	51G8	0.003311083	3.83E-06	77
351	7	7	45	51G8	0.002979204	3.45E-06	78
1270	25	7	40	51G8	0.002647496	3.07E-06	79
3127	22	7	35	51G8	0.002315959	2.68E-06	80
1853	19	7	40	51G8	0.002647496	3.07E-06	81
1716	30	7	40	51G8	0.002647496	3.07E-06	82
1443	37	7	40	51G8	0.002647496	3.07E-06	83
1225	27	7	40	51G8	0.002647496	3.07E-06	84
1184	32	7	40	51G8	0.002647496	3.07E-06	85
1718	21	7	40	51G8	0.002647496	3.07E-06	86
1545	38	7	35	51G8	0.002315959	2.68E-06	87
1242	15	7	35	51G8	0.002315959	2.68E-06	88
1397	5	7	35	51G8	0.002315959	2.68E-06	89
1111	12	7	35	51G8	0.002315959	2.68E-06	90
1719	13	7	35	51G8	0.002315959	2.68E-06	91
1553	0	7	30	51G8	0.001984594	2.30E-06	92
1081	5	7	35	51G8	0.002315959	2.68E-06	93
1292	10	7	35	51G8	0.002315959	2.68E-06	94
1584	58	7	40	51G8	0.002647496	3.07E-06	95
1281	39	7	40	51G8	0.002647496	3.07E-06	96
640	82	7	40	51G8	0.002647496	3.07E-06	97
612	33	7	40	51G8	0.002647496	3.07E-06	98
628	46	7	40	51G8	0.002647496	3.07E-06	99
1114	60	7	45	51G8	0.002979204	3.45E-06	100
1663	52	7	40	51G8	0.002647496	3.07E-06	101
298	0	7	25	51G8	0.0016534	1.91E-06	102
159	0	7	25	51G8	0.0016534	1.91E-06	103
29	0	7	25	51G8	0.0016534	1.91E-06	104
2	0	7	20	51G8	0.001322377	1.53E-06	105
580	0	7	25	51G8	0.0016534	1.91E-06	106
273	0	7	20	51G8	0.001322377	1.53E-06	107
278	0	7	25	51G8	0.0016534	1.91E-06	108
873	0	7	20	51G8	0.001322377	1.53E-06	109
198	0	7	20	51G8	0.001322377	1.53E-06	110
111	0	7	25	51G8	0.0016534	1.91E-06	111
619	0	7	20	51G8	0.001322377	1.53E-06	112
802	0	7	30	51G8	0.001984594	2.30E-06	113
259	0	7	30	51G8	0.001984594	2.30E-06	114
128	1	7	35	51G8	0.002315959	2.68E-06	115
154	2	7	35	51G8	0.002315959	2.68E-06	116
82	0	7	30	51G8	0.001984594	2.30E-06	117
487	0	7	30	51G8	0.001984594	2.30E-06	118
88	4	7	35	51G8	0.002315959	2.68E-06	119
216	32	7	35	51G8	0.002315959	2.68E-06	120
460	41	7	35	51G8	0.002315959	2.68E-06	121
231	16	7	35	51G8	0.002315959	2.68E-06	122
227	30	7	40	51G8	0.002647496	3.07E-06	123
199	43	7	40	51G8	0.002647496	3.07E-06	124
212	78	7	40	51G8	0.002647496	3.07E-06	125
192	168	7	35	51G8	0.002315959	2.68E-06	126
130	34	7	35	51G8	0.002315959	2.68E-06	127
236	98	7	35	51G8	0.002315959	2.68E-06	128
238	78	7	40	51G8	0.002647496	3.07E-06	129
355	51	7	40	51G8	0.002647496	3.07E-06	130
423	89	7	40	51G8	0.002647496	3.07E-06	131
233	97	7	40	51G8	0.002647496	3.07E-06	132
247	148	7	35	51G8	0.002315959	2.68E-06	133
383	70	7	35	51G8	0.002315959	2.68E-06	134
100	109	7	40	51G8	0.002647496	3.07E-06	135
300	122	7	45	51G8	0.002979204	3.45E-06	136
438	302	7	50	51G8	0.003311083	3.83E-06	137
275	184	7	50	51G8	0.003311083	3.83E-06	138
NA	NA	7	NA	51G8	863.3541875	0.999599615	139
441	9	8	45	51G9	0.002979204	3.44E-06	1
113	14	8	45	51G9	0.002979204	3.44E-06	2
189	33	8	45	51G9	0.002979204	3.44E-06	3
661	5	8	55	51G9	0.003643134	4.21E-06	4
672	12	8	55	51G9	0.003643134	4.21E-06	5
1080	23	8	55	51G9	0.003643134	4.21E-06	6
942	15	8	55	51G9	0.003643134	4.21E-06	7
510	19	8	50	51G9	0.003311083	3.82E-06	8
529	12	8	50	51G9	0.003311083	3.82E-06	9
496	14	8	50	51G9	0.003311083	3.82E-06	10
462	15	8	50	51G9	0.003311083	3.82E-06	11
690	15	8	50	51G9	0.003311083	3.82E-06	12
384	16	8	50	51G9	0.003311083	3.82E-06	13
481	12	8	50	51G9	0.003311083	3.82E-06	14
511	14	8	50	51G9	0.003311083	3.82E-06	15
549	7	8	50	51G9	0.003311083	3.82E-06	16
456	5	8	50	51G9	0.003311083	3.82E-06	17
415	4	8	50	51G9	0.003311083	3.82E-06	18
415	1	8	45	51G9	0.002979204	3.44E-06	19
333	3	8	45	51G9	0.002979204	3.44E-06	20
266	2	8	45	51G9	0.002979204	3.44E-06	21
334	1	8	45	51G9	0.002979204	3.44E-06	22
362	2	8	40	51G9	0.002647496	3.06E-06	23
449	3	8	45	51G9	0.002979204	3.44E-06	24
589	1	8	40	51G9	0.002647496	3.06E-06	25
501	0	8	25	51G9	0.0016534	1.91E-06	26
586	0	8	30	51G9	0.001984594	2.29E-06	27
641	3	8	45	51G9	0.002979204	3.44E-06	28
750	4	8	50	51G9	0.003311083	3.82E-06	29
697	5	8	50	51G9	0.003311083	3.82E-06	30
444	5	8	50	51G9	0.003311083	3.82E-06	31
584	6	8	50	51G9	0.003311083	3.82E-06	32
873	3	8	50	51G9	0.003311083	3.82E-06	33
1086	2	8	45	51G9	0.002979204	3.44E-06	34
1294	2	8	45	51G9	0.002979204	3.44E-06	35
882	5	8	50	51G9	0.003311083	3.82E-06	36
778	2	8	40	51G9	0.002647496	3.06E-06	37
996	2	8	45	51G9	0.002979204	3.44E-06	38
737	5	8	45	51G9	0.002979204	3.44E-06	39
1125	3	8	45	51G9	0.002979204	3.44E-06	40
1145	4	8	45	51G9	0.002979204	3.44E-06	41
666	3	8	50	51G9	0.003311083	3.82E-06	42
669	8	8	55	51G9	0.003643134	4.21E-06	43
511	11	8	55	51G9	0.003643134	4.21E-06	44
612	14	8	65	51G9	0.004307749	4.98E-06	45
811	16	8	60	51G9	0.003975356	4.59E-06	46
468	37	8	60	51G9	0.003975356	4.59E-06	47
521	32	8	60	51G9	0.003975356	4.59E-06	48
275	24	8	55	51G9	0.003643134	4.21E-06	49
681	30	8	55	51G9	0.003643134	4.21E-06	50
720	48	8	55	51G9	0.003643134	4.21E-06	51
653	58	8	55	51G9	0.003643134	4.21E-06	52
706	40	8	55	51G9	0.003643134	4.21E-06	53
579	53	8	50	51G9	0.003311083	3.82E-06	54
516	47	8	50	51G9	0.003311083	3.82E-06	55
786	64	8	50	51G9	0.003311083	3.82E-06	56
543	58	8	50	51G9	0.003311083	3.82E-06	57
517	60	8	50	51G9	0.003311083	3.82E-06	58
572	51	8	50	51G9	0.003311083	3.82E-06	59
401	44	8	50	51G9	0.003311083	3.82E-06	60
437	28	8	50	51G9	0.003311083	3.82E-06	61
606	30	8	50	51G9	0.003311083	3.82E-06	62
585	22	8	45	51G9	0.002979204	3.44E-06	63
523	11	8	45	51G9	0.002979204	3.44E-06	64
487	9	8	45	51G9	0.002979204	3.44E-06	65
455	21	8	45	51G9	0.002979204	3.44E-06	66
566	25	8	45	51G9	0.002979204	3.44E-06	67
643	24	8	45	51G9	0.002979204	3.44E-06	68
828	42	8	45	51G9	0.002979204	3.44E-06	69
841	37	8	45	51G9	0.002979204	3.44E-06	70
522	29	8	50	51G9	0.003311083	3.82E-06	71
584	54	8	50	51G9	0.003311083	3.82E-06	72
392	58	8	45	51G9	0.002979204	3.44E-06	73
293	39	8	45	51G9	0.002979204	3.44E-06	74
302	25	8	45	51G9	0.002979204	3.44E-06	75
403	30	8	45	51G9	0.002979204	3.44E-06	76
309	18	8	45	51G9	0.002979204	3.44E-06	77
184	33	8	45	51G9	0.002979204	3.44E-06	78
149	50	8	45	51G9	0.002979204	3.44E-06	79
186	27	8	50	51G9	0.003311083	3.82E-06	80
87	23	8	50	51G9	0.003311083	3.82E-06	81
86	37	8	50	51G9	0.003311083	3.82E-06	82
114	43	8	50	51G9	0.003311083	3.82E-06	83
103	32	8	50	51G9	0.003311083	3.82E-06	84
104	26	8	45	51G9	0.002979204	3.44E-06	85
78	20	8	45	51G9	0.002979204	3.44E-06	86
84	24	8	45	51G9	0.002979204	3.44E-06	87
39	12	8	45	51G9	0.002979204	3.44E-06	88
69	19	8	50	51G9	0.003311083	3.82E-06	89
29	35	8	55	51G9	0.003643134	4.21E-06	90
102	30	8	65	51G9	0.004307749	4.98E-06	91
1076	22	8	65	51G9	0.004307749	4.98E-06	92
157	15	8	55	51G9	0.003643134	4.21E-06	93
73	30	8	60	51G9	0.003975356	4.59E-06	94
74	39	8	65	51G9	0.004307749	4.98E-06	95
110	23	8	60	51G9	0.003975356	4.59E-06	96
268	39	8	60	51G9	0.003975356	4.59E-06	97
51	58	8	55	51G9	0.003643134	4.21E-06	98
120	43	8	50	51G9	0.003311083	3.82E-06	99
67	125	8	50	51G9	0.003311083	3.82E-06	100
100	128	8	55	51G9	0.003643134	4.21E-06	101
44	63	8	55	51G9	0.003643134	4.21E-06	102
48	48	8	55	51G9	0.003643134	4.21E-06	103
14	76	8	55	51G9	0.003643134	4.21E-06	104
115	53	8	50	51G9	0.003311083	3.82E-06	105
69	54	8	50	51G9	0.003311083	3.82E-06	106
33	106	8	50	51G9	0.003311083	3.82E-06	107
136	77	8	50	51G9	0.003311083	3.82E-06	108
21	61	8	45	51G9	0.002979204	3.44E-06	109
53	30	8	45	51G9	0.002979204	3.44E-06	110
160	24	8	40	51G9	0.002647496	3.06E-06	111
32	18	8	40	51G9	0.002647496	3.06E-06	112
12	31	8	40	51G9	0.002647496	3.06E-06	113
84	26	8	40	51G9	0.002647496	3.06E-06	114
54	11	8	40	51G9	0.002647496	3.06E-06	115
22	15	8	40	51G9	0.002647496	3.06E-06	116
1306	31	8	40	51G9	0.002647496	3.06E-06	117
146	45	8	40	51G9	0.002647496	3.06E-06	118
90	69	8	40	51G9	0.002647496	3.06E-06	119
400	109	8	40	51G9	0.002647496	3.06E-06	120
87	76	8	40	51G9	0.002647496	3.06E-06	121
133	74	8	40	51G9	0.002647496	3.06E-06	122
182	118	8	45	51G9	0.002979204	3.44E-06	123
521	133	8	45	51G9	0.002979204	3.44E-06	124
273	183	8	45	51G9	0.002979204	3.44E-06	125
467	146	8	45	51G9	0.002979204	3.44E-06	126
1000	85	8	45	51G9	0.002979204	3.44E-06	127
385	87	8	45	51G9	0.002979204	3.44E-06	128
1082	138	8	45	51G9	0.002979204	3.44E-06	129
443	222	8	45	51G9	0.002979204	3.44E-06	130
NA	NA	8	NA	51G9	865.3831507	0.999518539	131
1421	2	9	35	51H0	0.002315959	2.68E-06	1
105	26	9	35	51H0	0.002315959	2.68E-06	2
325	75	9	40	51H0	0.002647496	3.06E-06	3
286	86	9	45	51H0	0.002979204	3.44E-06	4
92	16	9	45	51H0	0.002979204	3.44E-06	5
44	18	9	45	51H0	0.002979204	3.44E-06	6
68	13	9	40	51H0	0.002647496	3.06E-06	7
124	17	9	40	51H0	0.002647496	3.06E-06	8
136	4	9	40	51H0	0.002647496	3.06E-06	9
55	9	9	35	51H0	0.002315959	2.68E-06	10
69	8	9	40	51H0	0.002647496	3.06E-06	11
143	37	9	40	51H0	0.002647496	3.06E-06	12
971	27	9	40	51H0	0.002647496	3.06E-06	13
33	24	9	45	51H0	0.002979204	3.44E-06	14
46	77	9	45	51H0	0.002979204	3.44E-06	15
19	24	9	50	51H0	0.003311083	3.82E-06	16
176	30	9	50	51H0	0.003311083	3.82E-06	17
140	31	9	55	51H0	0.003643134	4.21E-06	18
29	31	9	60	51H0	0.003975356	4.59E-06	19
144	19	9	60	51H0	0.003975356	4.59E-06	20
12	19	9	60	51H0	0.003975356	4.59E-06	21
12	35	9	60	51H0	0.003975356	4.59E-06	22
7	30	9	55	51H0	0.003643134	4.21E-06	23
84	25	9	65	51H0	0.004307749	4.98E-06	24
10	28	9	65	51H0	0.004307749	4.98E-06	25
62	43	9	65	51H0	0.004307749	4.98E-06	26
135	26	9	55	51H0	0.003643134	4.21E-06	27
89	19	9	55	51H0	0.003643134	4.21E-06	28
102	19	9	50	51H0	0.003311083	3.82E-06	29
284	11	9	50	51H0	0.003311083	3.82E-06	30
192	6	9	50	51H0	0.003311083	3.82E-06	31
464	7	9	55	51H0	0.003643134	4.21E-06	32
596	8	9	55	51H0	0.003643134	4.21E-06	33
472	6	9	50	51H0	0.003311083	3.82E-06	34
591	8	9	55	51H0	0.003643134	4.21E-06	35
447	4	9	65	51H0	0.004307749	4.98E-06	36
