Haul	TotalLength	Age
565	130	1
565	130	1
565	130	1
565	130	1
565	135	1
565	135	1
565	135	1
565	140	2
565	140	1
565	140	1
565	140	1
565	145	2
565	145	3
565	145	2
565	145	2
565	145	2
565	150	2
565	150	3
565	150	3
565	150	4
565	150	2
565	155	3
565	155	5
565	155	3
565	155	3
565	155	4
565	160	4
565	160	3
565	160	7
565	160	7
565	160	7
565	165	4
565	165	5
565	165	8
565	165	2
565	165	5
565	170	9
565	170	7
565	170	7
565	170	10
565	170	8
565	175	4
565	175	7
565	175	7
565	175	6
565	175	8
565	180	6
565	180	8
565	180	7
565	180	10
565	180	4
565	185	6
565	185	5
565	185	10
565	185	9
565	185	7
565	190	7
565	190	10
565	190	8
565	190	17
565	190	8
565	195	7
565	200	12
565	200	10
565	200	10
565	200	15
565	200	12
565	205	14
565	210	15
565	210	16
565	210	13
565	220	15
566	65	0
566	70	0
566	70	0
566	70	0
566	70	0
566	120	1
566	125	1
566	125	1
566	130	2
566	130	1
566	130	1
566	135	1
566	135	1
566	135	3
566	135	2
566	135	1
566	140	2
566	140	2
566	140	2
566	140	3
566	140	3
566	145	6
566	145	2
566	145	3
566	145	4
566	145	3
566	150	2
566	150	4
566	150	3
566	150	2
566	150	2
566	155	3
566	155	2
566	155	7
566	155	2
566	155	2
566	160	8
566	160	3
566	160	2
566	160	3
566	160	4
566	165	7
566	165	7
566	165	6
566	165	3
566	165	3
566	170	4
566	170	4
566	170	7
566	170	3
566	170	7
566	175	7
566	175	7
566	175	6
566	175	8
566	175	7
566	180	7
566	180	6
566	180	4
566	180	6
566	180	2
566	185	8
566	185	8
566	185	5
566	185	7
566	185	8
566	190	7
566	190	6
566	190	9
566	190	7
566	190	7
566	195	8
566	195	9
566	195	9
566	195	9
566	195	14
566	200	10
566	200	12
566	200	10
566	200	6
566	200	9
566	205	10
566	205	10
566	210	14
566	210	10
566	210	10
566	210	9
566	210	14
566	215	9
567	125	1
567	130	4
568	140	2
568	195	11
568	195	8
568	205	8
568	205	12
568	205	9
568	205	16
568	210	12
568	210	13
568	215	13
568	215	15
568	220	16
568	220	16
568	220	13
568	225	16
568	230	17
568	240	15
568	240	10
569	130	1
569	130	1
569	140	1
569	140	3
569	145	3
569	145	4
569	150	4
569	150	5
569	150	3
569	150	3
569	150	4
569	155	3
569	155	2
569	155	4
569	155	6
569	155	4
569	160	2
569	160	2
569	160	4
569	160	6
569	160	6
569	165	4
569	165	8
569	165	3
569	165	4
569	165	6
569	170	3
569	170	5
569	170	4
569	170	3
569	170	5
569	175	7
569	175	5
569	175	8
569	175	5
569	175	7
569	180	7
569	180	7
569	180	9
569	180	7
569	180	6
569	185	12
569	185	9
569	185	7
569	185	9
569	185	7
569	190	7
569	190	8
569	190	9
569	190	9
569	190	6
569	195	5
569	195	10
569	195	11
569	195	8
569	195	7
569	200	12
569	200	10
569	200	10
569	200	10
569	200	10
569	205	12
569	205	8
569	205	12
569	205	9
569	205	6
569	210	15
569	210	11
569	210	13
569	210	12
569	210	7
569	215	14
569	215	16
569	215	15
569	215	14
569	215	15
569	220	14
569	220	15
571	65	0
571	80	0
571	120	1
571	125	1
571	125	1
571	125	1
571	125	1
571	125	1
571	130	1
571	130	1
571	130	1
571	130	1
571	130	1
571	135	1
571	135	1
571	135	1
571	135	1
571	135	1
571	140	2
571	140	1
571	140	1
571	140	1
571	140	3
571	145	2
571	145	2
571	145	2
571	145	2
571	145	1
571	150	2
571	150	2
571	150	2
571	150	1
571	150	3
571	155	3
571	155	2
571	155	3
571	155	3
571	155	4
571	160	2
571	160	3
571	160	4
571	160	3
571	160	3
571	165	4
571	165	3
571	165	3
571	165	2
571	165	2
571	170	8
571	170	7
571	170	7
571	170	3
571	170	3
571	175	3
571	175	7
571	175	7
571	175	7
571	175	3
571	180	7
571	180	8
571	180	8
571	185	7
571	185	10
571	185	10
571	190	6
571	195	9
572	75	0
572	120	1
572	180	7
572	180	7
572	185	10
572	185	14
572	190	8
572	190	8
572	190	13
572	190	7
572	195	8
572	195	8
572	195	9
572	195	9
572	200	7
572	200	9
572	200	10
572	200	8
572	200	11
572	205	12
572	205	12
572	205	12
572	210	12
572	215	14
572	220	18
572	220	14
573	135	2
573	140	4
573	140	2
573	140	1
573	145	2
573	145	3
573	145	3
573	145	3
573	145	2
573	150	2
573	150	2
573	150	3
573	150	2
573	150	2
573	155	2
573	155	7
573	155	2
573	155	5
573	155	2
573	160	3
573	160	3
573	160	5
573	160	4
573	160	4
573	165	8
573	165	3
573	165	5
573	165	5
573	165	3
573	170	3
573	170	6
573	170	7
573	170	8
573	170	11
573	175	7
573	175	7
573	175	10
573	175	6
573	175	7
573	180	12
573	180	10
573	180	7
573	180	7
573	180	5
573	185	10
573	185	5
573	185	10
573	185	14
573	185	12
573	190	12
573	190	11
573	190	12
573	190	9
573	190	8
573	195	8
573	195	11
573	195	14
573	195	14
573	195	10
573	200	13
573	200	6
573	200	13
573	200	11
573	200	16
573	205	10
573	205	13
573	205	11
573	215	14
573	215	11
573	215	15
573	215	14
573	220	13
574	75	0
574	80	0
574	80	0
574	80	0
574	80	0
574	80	0
574	105	0
574	110	0
574	115	0
574	115	0
574	120	1
574	125	1
574	125	1
574	125	1
574	125	1
574	125	1
574	130	1
574	130	1
574	130	1
574	130	1
574	130	1
574	135	1
574	135	1
574	135	1
574	135	1
574	135	1
574	140	1
574	140	1
574	140	1
574	140	1
574	140	1
574	145	1
574	145	3
574	145	1
574	145	1
574	145	2
574	150	2
574	150	1
574	150	2
574	150	2
574	150	3
574	155	2
574	155	3
574	155	2
574	155	2
574	155	2
574	160	3
574	160	7
574	160	3
574	160	3
574	160	4
574	165	2
574	165	3
574	165	6
574	170	12
574	170	8
574	175	8
574	175	8
574	175	5
574	180	8
574	180	8
574	180	7
574	195	7
575	130	2
575	130	1
575	140	4
575	140	1
575	140	2
575	140	2
575	140	1
575	145	2
575	145	2
575	145	2
575	145	2
575	145	3
575	150	3
575	150	2
575	150	3
575	150	3
575	150	3
575	155	2
575	155	5
575	155	3
575	155	3
575	155	2
575	160	3
575	160	4
575	160	3
575	160	7
575	160	2
575	165	2
575	165	4
575	165	5
575	165	4
575	170	4
575	170	3
575	170	8
575	170	3
575	170	4
575	175	4
575	175	7
575	175	7
575	175	7
575	175	4
575	180	7
575	180	7
575	180	7
575	180	7
575	180	8
575	185	6
575	185	6
575	185	7
575	190	7
575	190	7
575	190	7
575	195	10
575	205	11
575	215	20
576	135	1
576	135	1
576	135	1
576	135	1
576	140	1
576	140	2
576	205	12
576	205	10
576	210	11
576	210	11
576	210	11
576	215	18
576	225	14
577	170	7
577	170	9
577	170	8
577	175	4
577	175	7
577	180	8
577	180	6
577	185	7
577	185	8
577	185	7
577	185	8
577	185	7
577	190	11
577	190	10
577	190	11
577	190	8
577	190	15
577	195	11
577	195	8
577	195	11
577	200	7
577	200	12
577	205	14
577	205	12
577	205	15
577	215	9
577	220	13
577	220	11
577	225	8
578	125	1
578	130	1
578	130	1
578	135	1
578	140	2
578	140	1
578	140	2
578	140	3
578	140	3
578	145	1
578	145	2
578	145	4
578	145	2
578	145	2
578	150	2
578	150	3
578	150	3
578	150	7
578	150	1
578	155	1
578	155	3
578	155	2
578	155	3
578	155	4
578	160	2
578	160	2
578	160	3
578	160	3
578	160	4
578	165	3
578	165	3
578	165	2
578	165	3
578	165	3
578	170	7
578	170	3
578	170	3
578	170	8
578	170	4
578	175	6
578	175	4
578	175	4
578	175	5
578	175	3
578	180	7
578	180	6
578	180	7
578	180	7
578	180	11
578	185	7
578	185	10
578	185	7
578	185	7
578	185	7
578	190	7
578	190	20
578	190	8
578	190	9
578	190	6
578	195	7
578	195	22
578	195	8
578	200	19
578	200	13
578	200	17
578	205	10
578	205	13
578	210	11
578	210	9
578	220	14
579	125	1
579	130	1
579	130	1
579	135	1
579	135	1
579	135	1
579	140	2
579	140	1
579	140	1
579	140	2
579	140	1
579	145	2
579	145	3
579	145	1
579	145	1
579	145	1
579	150	2
579	150	2
579	150	1
579	150	2
579	150	2
579	155	3
579	155	2
579	155	3
579	155	2
579	155	2
579	160	5
579	160	3
579	160	2
579	160	3
579	160	3
579	165	2
579	165	3
579	165	3
579	165	2
579	165	10
579	170	6
579	170	3
579	170	6
579	170	3
579	170	4
579	175	5
579	175	5
579	175	6
579	175	6
579	175	7
579	180	7
579	180	5
579	180	8
579	180	7
579	180	7
579	185	8
579	185	10
579	185	7
579	185	6
579	185	5
579	190	11
579	190	10
579	190	7
579	190	7
579	190	9
579	195	9
579	195	7
579	195	9
579	200	10
579	200	10
579	200	9
579	200	10
579	205	9
579	205	11
579	210	10
579	210	10
579	220	15
580	80	0
580	130	1
580	130	1
580	130	1
580	135	1
580	190	7
580	190	6
580	200	8
580	200	7
580	205	7
580	205	13
580	210	10
581	130	1
581	135	1
581	135	1
581	135	1
581	135	1
581	140	1
581	140	2
581	140	1
581	140	7
581	140	2
581	145	8
581	145	1
581	145	3
581	145	3
581	145	7
581	150	3
581	150	3
581	150	2
581	150	2
581	150	2
581	155	3
581	155	4
581	155	3
581	155	2
581	155	3
581	160	5
581	160	4
581	160	2
581	160	2
581	160	2
581	165	4
581	165	3
581	165	3
581	165	3
581	165	6
581	170	4
581	170	7
581	170	7
581	170	3
581	170	5
581	175	6
581	175	7
581	175	7
581	175	8
581	175	6
581	180	3
581	180	7
581	180	8
581	180	6
581	180	6
581	185	13
581	185	7
581	185	10
581	185	7
581	185	7
581	190	7
581	190	11
581	195	8
581	195	9
581	200	19
581	210	15
581	215	16
581	215	11
582	110	0
582	115	1
582	115	1
582	115	1
582	125	1
582	125	1
582	130	1
582	130	1
582	130	2
582	130	2
582	135	1
582	135	2
582	135	1
582	135	1
582	135	1
582	140	1
582	140	1
582	140	1
582	140	1
582	140	1
582	145	2
582	145	2
582	145	1
582	145	1
582	145	3
582	150	1
582	150	2
582	150	3
582	150	3
582	150	1
582	155	4
582	155	3
582	155	2
582	155	4
582	155	2
582	160	3
582	160	3
582	160	3
582	160	7
582	160	3
582	165	3
582	165	3
582	165	4
582	165	8
582	165	3
582	170	7
582	170	7
582	170	4
582	170	6
582	170	6
582	175	6
582	175	4
582	175	7
582	175	7
582	175	5
582	180	3
582	180	7
582	180	7
582	180	7
582	180	8
582	185	6
582	185	9
582	185	7
582	185	7
582	185	7
582	190	8
582	190	8
582	190	7
582	190	8
582	190	12
582	195	11
582	195	7
582	195	7
582	195	8
582	200	9
582	200	10
582	200	7
582	200	12
582	205	11
582	205	11
582	205	13
582	205	9
582	210	12
582	210	16
582	215	14
582	220	13
582	225	11
582	225	14
582	235	13
582	245	14
583	90	0
583	90	0
583	90	0
583	95	0
583	95	0
583	95	0
583	95	0
583	100	0
583	100	0
583	100	0
583	100	0
583	100	1
583	105	0
583	105	1
583	105	0
583	105	0
583	110	1
583	110	0
583	110	0
583	110	0
583	110	0
583	115	1
583	115	0
583	115	0
583	115	0
583	115	0
583	120	1
583	120	1
583	120	1
583	120	1
583	120	0
583	125	1
583	125	1
583	125	1
583	125	1
583	125	1
583	130	1
583	130	1
583	130	1
583	130	1
583	130	1
583	135	1
583	135	1
583	135	1
583	135	1
583	135	1
583	140	1
583	140	1
583	140	1
583	140	1
583	140	1
583	145	1
583	145	1
583	145	1
583	145	2
583	145	1
583	150	1
583	150	2
583	150	3
583	150	2
583	150	4
583	155	2
583	155	2
583	155	3
583	155	2
583	155	2
583	160	2
583	160	3
583	160	4
583	165	3
583	165	3
583	165	3
583	165	3
583	170	3
583	180	7
584	135	1
584	135	1
584	135	1
584	135	1
584	140	1
584	140	1
584	140	1
584	140	1
584	145	1
584	145	1
584	145	2
584	145	1
584	145	4
584	150	1
584	150	3
584	150	2
584	150	2
584	150	3
584	155	4
584	155	4
584	155	3
584	155	3
584	155	2
584	160	2
584	160	2
584	160	3
584	160	3
584	160	3
584	165	5
584	165	3
584	165	3
584	165	7
584	165	4
584	170	7
584	170	6
584	170	6
584	170	7
584	175	8
584	175	7
584	175	4
584	175	4
584	175	6
584	180	9
584	180	7
584	180	6
584	180	7
584	180	7
584	185	7
584	185	7
584	185	7
584	185	5
584	185	7
584	190	7
584	190	12
584	190	16
584	190	12
584	190	5
584	195	6
584	195	7
584	195	7
584	195	8
584	195	12
584	200	7
584	200	6
584	200	7
584	200	8
584	200	12
584	205	12
584	210	8
584	210	11
584	225	14
585	65	0
585	75	0
585	75	0
585	80	0
585	85	0
585	115	1
585	120	1
585	120	1
585	120	1
585	120	1
585	125	1
585	125	1
585	130	1
585	130	1
585	130	1
585	130	1
585	130	1
585	135	1
585	140	1
586	65	0
586	70	0
586	70	0
586	70	0
586	75	0
586	75	0
586	75	0
586	75	0
586	75	0
586	80	0
586	80	0
586	80	0
586	80	0
586	80	0
586	85	0
586	85	0
586	85	0
586	85	0
586	85	0
586	90	0
586	100	0
586	110	0
586	125	1
586	125	1
586	125	1
586	125	1
586	125	1
586	130	1
586	130	1
586	130	1
586	135	1
587	130	1
587	130	1
587	135	1
587	135	1
587	135	1
587	140	2
587	140	1
587	140	1
587	140	2
587	140	1
587	145	1
587	145	2
587	145	1
587	145	2
587	145	4
587	150	2
587	150	2
587	150	2
587	150	2
587	150	4
587	155	4
587	155	4
587	155	2
587	155	3
587	155	2
587	160	3
587	160	3
587	160	3
587	160	3
587	160	6
587	165	3
587	165	7
587	165	7
587	165	7
587	165	4
587	170	10
587	170	6
587	170	6
587	170	6
587	170	7
587	175	4
587	175	7
587	175	6
587	175	7
587	175	12
587	180	7
587	180	8
587	180	7
587	180	6
587	180	6
587	185	9
587	185	9
587	185	6
587	185	11
587	185	11
587	190	11
587	190	10
587	190	17
587	190	10
587	190	8
587	195	8
587	195	14
587	195	13
587	195	14
587	195	13
587	200	16
587	200	11
587	200	12
587	205	16
587	205	15
587	205	17
587	205	13
587	205	12
587	210	13
587	210	9
587	215	13
587	215	15
587	220	16
588	85	0
588	90	0
588	95	0
588	130	1
588	130	4
588	130	1
588	135	1
588	135	1
588	200	10
588	200	15
588	210	7
589	125	2
589	130	2
589	135	2
589	140	2
589	140	4
589	140	2
589	140	5
589	145	2
589	145	2
589	145	3
589	145	4
589	145	2
589	150	2
589	150	3
589	150	1
589	150	2
589	150	3
589	155	3
589	155	7
589	155	3
589	155	5
589	155	2
589	160	6
589	160	7
589	160	5
589	160	4
589	165	8
589	165	7
589	165	11
589	165	5
589	165	3
589	170	8
589	170	7
589	170	5
589	170	5
589	170	8
589	175	7
589	175	6
589	175	7
589	175	9
589	175	7
589	180	6
589	180	15
589	180	6
589	180	8
589	180	12
589	185	4
589	185	13
589	185	6
589	185	9
589	185	14
589	190	12
589	190	7
589	190	7
589	190	10
589	195	15
589	195	7
589	195	15
589	195	7
589	195	9
589	200	16
589	200	8
589	205	11
589	205	12
589	205	8
589	210	16
589	220	17
591	140	1
591	145	1
591	145	1
591	145	4
591	145	2
591	145	3
591	150	3
591	150	3
591	150	3
591	150	3
591	150	3
591	155	7
591	155	2
591	155	4
591	155	5
591	155	3
591	160	4
591	160	4
591	160	2
591	160	5
591	160	2
591	165	7
591	165	4
591	165	4
591	165	7
591	165	3
591	170	7
591	170	5
591	170	5
591	170	7
591	170	3
591	175	6
591	175	8
591	175	7
591	175	7
591	175	5
591	180	8
591	180	7
591	180	6
591	180	11
591	180	7
591	185	7
591	185	7
591	185	6
591	185	7
591	185	8
591	190	9
591	190	13
591	190	11
591	190	8
591	190	6
591	195	7
591	195	8
591	195	7
591	195	9
591	200	10
591	205	12
592	70	0
592	80	0
592	85	0
592	130	1
592	130	1
592	130	1
592	130	1
592	135	1
592	135	1
592	135	1
592	135	1
592	140	1
592	190	11
592	200	9
592	200	13
592	200	8
592	205	12
592	205	15
592	210	12
592	210	13
592	215	12
592	215	15
593	70	0
593	70	0
593	90	0
593	95	0
593	100	0
593	100	0
593	100	0
593	100	0
593	105	0
593	105	1
593	105	0
593	105	0
593	105	1
593	110	0
593	110	0
593	110	0
593	110	0
593	110	0
593	115	0
593	115	0
593	115	0
593	115	0
593	115	1
593	120	1
593	120	1
593	120	1
593	120	0
593	120	0
593	125	1
593	125	1
593	125	1
593	125	1
593	125	1
593	130	1
593	130	1
593	130	1
593	130	1
593	130	1
593	135	1
593	135	1
593	135	1
593	135	1
593	135	1
593	140	1
593	140	1
593	140	1
593	140	2
593	140	1
593	145	1
593	145	1
593	145	1
593	145	4
593	145	1
593	150	2
593	150	3
593	150	2
593	150	3
593	150	2
593	155	1
593	155	3
593	155	3
593	155	2
593	160	2
593	160	3
593	160	3
593	160	3
593	160	3
593	195	14
593	200	6
594	125	1
594	135	1
594	140	1
594	140	3
594	140	1
594	145	1
594	145	2
594	145	7
594	145	2
594	145	2
594	150	4
594	150	2
594	150	2
594	150	4
594	150	4
594	150	7
594	155	4
594	155	2
594	155	7
594	155	2
594	160	2
594	160	5
594	160	3
594	160	3
594	160	3
594	165	4
594	165	3
594	165	7
594	165	13
594	165	4
594	170	11
594	170	3
594	170	7
594	170	5
594	170	3
594	175	3
594	175	4
594	175	7
594	175	6
594	175	11
594	180	7
594	180	7
594	180	7
594	180	9
594	180	7
594	185	7
594	185	8
594	185	10
594	185	10
594	185	13
594	190	6
594	190	7
594	190	8
594	190	7
594	190	7
594	195	19
594	195	8
594	195	10
594	195	9
594	195	12
594	200	14
594	200	12
594	200	18
594	200	10
594	200	14
594	205	9
594	205	18
594	205	16
594	205	15
594	205	16
594	210	16
595	80	0
595	80	0
595	130	2
595	130	2
595	130	1
595	130	1
595	130	1
595	135	1
595	135	1
595	135	1
595	135	1
595	135	2
595	140	1
595	140	1
595	140	1
595	140	1
595	140	1
595	145	3
595	145	2
595	145	2
595	145	1
595	145	6
595	150	3
595	150	3
595	150	2
595	150	2
595	150	2
595	155	2
595	155	2
595	155	2
595	155	2
595	155	2
595	160	7
595	160	4
595	160	2
595	160	3
595	160	3
595	165	3
595	165	7
595	165	7
595	165	2
595	165	2
595	170	7
595	170	4
595	170	8
595	170	3
595	170	6
595	175	7
595	175	4
595	175	7
595	175	3
595	175	5
595	180	16
595	180	7
595	180	7
595	180	6
595	180	6
595	185	11
595	185	10
595	185	8
595	185	11
595	190	8
595	190	7
595	190	6
595	190	8
595	195	15
595	195	11
595	200	10
595	205	12
595	205	10
595	210	13
595	215	13
596	80	0
596	85	0
596	110	1
596	120	1
596	120	1
596	120	1
596	125	1
596	125	1
596	125	1
596	125	2
596	130	1
596	130	1
596	130	1
596	130	2
596	130	1
596	135	1
596	135	1
596	135	2
596	135	1
596	135	1
596	140	1
597	155	4
597	165	7
597	165	2
597	165	2
597	165	7
597	165	7
597	170	6
597	170	7
597	170	4
597	170	8
597	170	3
597	175	8
597	175	7
597	175	5
597	175	6
597	175	7
597	180	9
597	180	10
597	180	7
597	180	7
597	180	7
597	185	6
597	185	5
597	185	6
597	190	11
597	190	7
597	190	17
597	190	9
597	195	8
597	195	12
597	200	11
597	205	5
