Haul	subdiv	Species	TotalLength	Age
41	30	ClupeaHarengus	155	2
41	30	ClupeaHarengus	155	3
41	30	ClupeaHarengus	155	3
41	30	ClupeaHarengus	155	3
41	30	ClupeaHarengus	160	2
41	30	ClupeaHarengus	160	3
41	30	ClupeaHarengus	160	3
41	30	ClupeaHarengus	160	6
41	30	ClupeaHarengus	160	4
41	30	ClupeaHarengus	165	3
41	30	ClupeaHarengus	165	4
41	30	ClupeaHarengus	165	4
41	30	ClupeaHarengus	165	2
41	30	ClupeaHarengus	165	7
41	30	ClupeaHarengus	170	4
41	30	ClupeaHarengus	170	5
41	30	ClupeaHarengus	170	6
41	30	ClupeaHarengus	170	7
41	30	ClupeaHarengus	170	7
41	30	ClupeaHarengus	175	7
41	30	ClupeaHarengus	175	6
41	30	ClupeaHarengus	175	3
41	30	ClupeaHarengus	175	7
41	30	ClupeaHarengus	175	8
41	30	ClupeaHarengus	180	8
41	30	ClupeaHarengus	180	4
41	30	ClupeaHarengus	180	4
41	30	ClupeaHarengus	180	6
41	30	ClupeaHarengus	180	7
41	30	ClupeaHarengus	185	6
41	30	ClupeaHarengus	185	8
41	30	ClupeaHarengus	185	8
41	30	ClupeaHarengus	185	5
41	30	ClupeaHarengus	185	6
41	30	ClupeaHarengus	190	8
41	30	ClupeaHarengus	190	8
41	30	ClupeaHarengus	190	5
41	30	ClupeaHarengus	190	6
41	30	ClupeaHarengus	190	8
41	30	ClupeaHarengus	195	7
41	30	ClupeaHarengus	195	8
41	30	ClupeaHarengus	195	8
41	30	ClupeaHarengus	195	8
41	30	ClupeaHarengus	195	8
41	30	ClupeaHarengus	200	8
41	30	ClupeaHarengus	200	8
41	30	ClupeaHarengus	200	8
41	30	ClupeaHarengus	215	8
41	30	ClupeaHarengus	215	7
43	30	ClupeaHarengus	70	0
43	30	ClupeaHarengus	70	0
43	30	ClupeaHarengus	75	0
43	30	ClupeaHarengus	75	0
43	30	ClupeaHarengus	80	0
43	30	ClupeaHarengus	80	0
43	30	ClupeaHarengus	85	0
43	30	ClupeaHarengus	85	0
43	30	ClupeaHarengus	85	0
43	30	ClupeaHarengus	85	0
43	30	ClupeaHarengus	85	0
43	30	ClupeaHarengus	90	0
43	30	ClupeaHarengus	90	0
43	30	ClupeaHarengus	95	0
43	30	ClupeaHarengus	95	2
43	30	ClupeaHarengus	110	0
43	30	ClupeaHarengus	110	0
43	30	ClupeaHarengus	120	0
43	30	ClupeaHarengus	120	1
43	30	ClupeaHarengus	120	0
43	30	ClupeaHarengus	120	0
43	30	ClupeaHarengus	125	1
43	30	ClupeaHarengus	125	1
43	30	ClupeaHarengus	125	1
43	30	ClupeaHarengus	125	1
43	30	ClupeaHarengus	125	1
43	30	ClupeaHarengus	130	1
43	30	ClupeaHarengus	130	1
43	30	ClupeaHarengus	130	1
43	30	ClupeaHarengus	130	1
43	30	ClupeaHarengus	130	1
43	30	ClupeaHarengus	135	1
43	30	ClupeaHarengus	135	1
43	30	ClupeaHarengus	135	1
43	30	ClupeaHarengus	135	1
43	30	ClupeaHarengus	135	1
43	30	ClupeaHarengus	140	2
43	30	ClupeaHarengus	140	1
43	30	ClupeaHarengus	140	1
43	30	ClupeaHarengus	140	2
43	30	ClupeaHarengus	140	5
43	30	ClupeaHarengus	145	3
43	30	ClupeaHarengus	145	3
43	30	ClupeaHarengus	145	2
43	30	ClupeaHarengus	145	3
43	30	ClupeaHarengus	145	3
43	30	ClupeaHarengus	150	2
43	30	ClupeaHarengus	150	2
43	30	ClupeaHarengus	150	3
43	30	ClupeaHarengus	150	2
43	30	ClupeaHarengus	150	2
43	30	ClupeaHarengus	155	3
43	30	ClupeaHarengus	155	4
43	30	ClupeaHarengus	155	2
43	30	ClupeaHarengus	155	3
43	30	ClupeaHarengus	155	5
43	30	ClupeaHarengus	160	6
43	30	ClupeaHarengus	160	6
43	30	ClupeaHarengus	160	5
43	30	ClupeaHarengus	160	5
43	30	ClupeaHarengus	160	5
43	30	ClupeaHarengus	165	4
43	30	ClupeaHarengus	165	5
43	30	ClupeaHarengus	165	3
43	30	ClupeaHarengus	165	4
43	30	ClupeaHarengus	165	4
43	30	ClupeaHarengus	170	3
43	30	ClupeaHarengus	170	3
43	30	ClupeaHarengus	170	3
43	30	ClupeaHarengus	170	3
43	30	ClupeaHarengus	170	2
43	30	ClupeaHarengus	175	4
43	30	ClupeaHarengus	175	7
43	30	ClupeaHarengus	175	3
43	30	ClupeaHarengus	175	4
43	30	ClupeaHarengus	175	4
43	30	ClupeaHarengus	180	6
43	30	ClupeaHarengus	180	8
43	30	ClupeaHarengus	180	8
43	30	ClupeaHarengus	180	8
43	30	ClupeaHarengus	180	6
43	30	ClupeaHarengus	185	8
43	30	ClupeaHarengus	185	8
43	30	ClupeaHarengus	185	5
43	30	ClupeaHarengus	185	8
43	30	ClupeaHarengus	185	8
43	30	ClupeaHarengus	190	6
43	30	ClupeaHarengus	190	8
43	30	ClupeaHarengus	190	6
43	30	ClupeaHarengus	190	6
43	30	ClupeaHarengus	190	8
43	30	ClupeaHarengus	195	8
43	30	ClupeaHarengus	195	8
43	30	ClupeaHarengus	195	8
43	30	ClupeaHarengus	195	8
43	30	ClupeaHarengus	195	6
43	30	ClupeaHarengus	200	8
43	30	ClupeaHarengus	200	8
43	30	ClupeaHarengus	200	8
43	30	ClupeaHarengus	200	8
43	30	ClupeaHarengus	205	8
43	30	ClupeaHarengus	210	8
45	30	ClupeaHarengus	60	0
45	30	ClupeaHarengus	60	0
45	30	ClupeaHarengus	65	0
45	30	ClupeaHarengus	65	0
45	30	ClupeaHarengus	65	0
45	30	ClupeaHarengus	65	0
45	30	ClupeaHarengus	65	0
45	30	ClupeaHarengus	70	0
45	30	ClupeaHarengus	70	0
45	30	ClupeaHarengus	70	0
45	30	ClupeaHarengus	70	0
45	30	ClupeaHarengus	70	0
45	30	ClupeaHarengus	75	0
45	30	ClupeaHarengus	75	0
45	30	ClupeaHarengus	75	0
45	30	ClupeaHarengus	75	0
45	30	ClupeaHarengus	75	0
45	30	ClupeaHarengus	80	0
45	30	ClupeaHarengus	80	0
45	30	ClupeaHarengus	80	0
45	30	ClupeaHarengus	80	0
45	30	ClupeaHarengus	85	0
45	30	ClupeaHarengus	85	0
45	30	ClupeaHarengus	90	0
45	30	ClupeaHarengus	90	0
45	30	ClupeaHarengus	90	0
45	30	ClupeaHarengus	95	0
45	30	ClupeaHarengus	100	0
45	30	ClupeaHarengus	100	0
45	30	ClupeaHarengus	100	0
45	30	ClupeaHarengus	100	0
45	30	ClupeaHarengus	105	0
45	30	ClupeaHarengus	110	0
45	30	ClupeaHarengus	115	0
45	30	ClupeaHarengus	115	0
45	30	ClupeaHarengus	120	1
45	30	ClupeaHarengus	120	0
45	30	ClupeaHarengus	120	0
45	30	ClupeaHarengus	120	1
45	30	ClupeaHarengus	120	1
45	30	ClupeaHarengus	125	1
45	30	ClupeaHarengus	125	1
45	30	ClupeaHarengus	125	1
45	30	ClupeaHarengus	125	1
45	30	ClupeaHarengus	125	1
45	30	ClupeaHarengus	130	1
45	30	ClupeaHarengus	130	1
45	30	ClupeaHarengus	130	1
45	30	ClupeaHarengus	130	1
45	30	ClupeaHarengus	130	1
45	30	ClupeaHarengus	135	1
45	30	ClupeaHarengus	135	1
45	30	ClupeaHarengus	135	1
45	30	ClupeaHarengus	135	1
45	30	ClupeaHarengus	135	1
45	30	ClupeaHarengus	140	1
45	30	ClupeaHarengus	140	1
45	30	ClupeaHarengus	140	1
45	30	ClupeaHarengus	140	1
45	30	ClupeaHarengus	140	1
45	30	ClupeaHarengus	145	1
45	30	ClupeaHarengus	145	1
45	30	ClupeaHarengus	145	1
45	30	ClupeaHarengus	145	1
45	30	ClupeaHarengus	145	3
45	30	ClupeaHarengus	150	2
45	30	ClupeaHarengus	150	2
45	30	ClupeaHarengus	150	1
45	30	ClupeaHarengus	150	2
45	30	ClupeaHarengus	150	3
45	30	ClupeaHarengus	155	2
45	30	ClupeaHarengus	155	2
45	30	ClupeaHarengus	155	3
45	30	ClupeaHarengus	155	2
45	30	ClupeaHarengus	155	4
45	30	ClupeaHarengus	160	4
45	30	ClupeaHarengus	160	5
45	30	ClupeaHarengus	160	6
45	30	ClupeaHarengus	160	6
45	30	ClupeaHarengus	160	7
45	30	ClupeaHarengus	165	7
45	30	ClupeaHarengus	165	2
45	30	ClupeaHarengus	165	3
45	30	ClupeaHarengus	165	4
45	30	ClupeaHarengus	165	4
45	30	ClupeaHarengus	170	3
45	30	ClupeaHarengus	170	3
45	30	ClupeaHarengus	170	4
45	30	ClupeaHarengus	170	3
45	30	ClupeaHarengus	170	3
45	30	ClupeaHarengus	175	3
45	30	ClupeaHarengus	175	4
45	30	ClupeaHarengus	175	6
45	30	ClupeaHarengus	175	3
45	30	ClupeaHarengus	175	7
45	30	ClupeaHarengus	180	3
45	30	ClupeaHarengus	180	4
45	30	ClupeaHarengus	180	4
45	30	ClupeaHarengus	180	5
45	30	ClupeaHarengus	180	8
45	30	ClupeaHarengus	185	7
45	30	ClupeaHarengus	185	8
45	30	ClupeaHarengus	185	8
45	30	ClupeaHarengus	185	8
45	30	ClupeaHarengus	185	5
45	30	ClupeaHarengus	190	4
45	30	ClupeaHarengus	190	6
45	30	ClupeaHarengus	190	8
45	30	ClupeaHarengus	190	8
45	30	ClupeaHarengus	190	6
45	30	ClupeaHarengus	195	6
45	30	ClupeaHarengus	195	8
45	30	ClupeaHarengus	195	8
45	30	ClupeaHarengus	195	8
45	30	ClupeaHarengus	195	8
45	30	ClupeaHarengus	200	8
45	30	ClupeaHarengus	200	7
45	30	ClupeaHarengus	200	8
45	30	ClupeaHarengus	200	8
45	30	ClupeaHarengus	200	8
45	30	ClupeaHarengus	205	8
45	30	ClupeaHarengus	205	8
45	30	ClupeaHarengus	205	8
45	30	ClupeaHarengus	205	8
45	30	ClupeaHarengus	210	8
45	30	ClupeaHarengus	210	8
45	30	ClupeaHarengus	215	8
45	30	ClupeaHarengus	215	8
45	30	ClupeaHarengus	215	8
47	30	ClupeaHarengus	95	1
47	30	ClupeaHarengus	135	1
47	30	ClupeaHarengus	135	1
47	30	ClupeaHarengus	135	2
47	30	ClupeaHarengus	135	2
47	30	ClupeaHarengus	135	1
47	30	ClupeaHarengus	140	1
47	30	ClupeaHarengus	140	1
47	30	ClupeaHarengus	140	1
47	30	ClupeaHarengus	140	1
47	30	ClupeaHarengus	140	2
47	30	ClupeaHarengus	145	1
47	30	ClupeaHarengus	145	3
47	30	ClupeaHarengus	145	2
47	30	ClupeaHarengus	145	1
47	30	ClupeaHarengus	145	2
47	30	ClupeaHarengus	150	2
47	30	ClupeaHarengus	150	3
47	30	ClupeaHarengus	150	2
47	30	ClupeaHarengus	150	4
47	30	ClupeaHarengus	150	3
47	30	ClupeaHarengus	155	2
47	30	ClupeaHarengus	155	2
47	30	ClupeaHarengus	155	2
47	30	ClupeaHarengus	155	3
47	30	ClupeaHarengus	155	3
47	30	ClupeaHarengus	160	2
47	30	ClupeaHarengus	160	5
47	30	ClupeaHarengus	160	5
47	30	ClupeaHarengus	160	5
47	30	ClupeaHarengus	160	2
47	30	ClupeaHarengus	165	4
47	30	ClupeaHarengus	165	4
47	30	ClupeaHarengus	165	4
47	30	ClupeaHarengus	165	4
47	30	ClupeaHarengus	165	6
47	30	ClupeaHarengus	170	3
47	30	ClupeaHarengus	170	4
47	30	ClupeaHarengus	170	8
47	30	ClupeaHarengus	170	2
47	30	ClupeaHarengus	170	5
47	30	ClupeaHarengus	175	4
47	30	ClupeaHarengus	175	6
47	30	ClupeaHarengus	175	8
47	30	ClupeaHarengus	175	4
47	30	ClupeaHarengus	175	4
47	30	ClupeaHarengus	180	5
47	30	ClupeaHarengus	180	6
47	30	ClupeaHarengus	180	6
47	30	ClupeaHarengus	180	4
47	30	ClupeaHarengus	180	8
47	30	ClupeaHarengus	185	6
47	30	ClupeaHarengus	185	6
47	30	ClupeaHarengus	185	8
47	30	ClupeaHarengus	185	6
47	30	ClupeaHarengus	185	8
47	30	ClupeaHarengus	190	7
47	30	ClupeaHarengus	190	8
47	30	ClupeaHarengus	190	8
47	30	ClupeaHarengus	190	7
47	30	ClupeaHarengus	190	8
47	30	ClupeaHarengus	195	7
47	30	ClupeaHarengus	195	8
47	30	ClupeaHarengus	195	7
47	30	ClupeaHarengus	195	8
47	30	ClupeaHarengus	195	8
47	30	ClupeaHarengus	200	8
47	30	ClupeaHarengus	200	8
47	30	ClupeaHarengus	205	8
47	30	ClupeaHarengus	205	8
47	30	ClupeaHarengus	210	8
47	30	ClupeaHarengus	210	8
47	30	ClupeaHarengus	220	8
47	30	ClupeaHarengus	220	8
49	30	ClupeaHarengus	110	0
49	30	ClupeaHarengus	120	0
49	30	ClupeaHarengus	120	0
49	30	ClupeaHarengus	130	1
49	30	ClupeaHarengus	130	1
49	30	ClupeaHarengus	135	1
49	30	ClupeaHarengus	135	1
49	30	ClupeaHarengus	135	1
49	30	ClupeaHarengus	135	1
49	30	ClupeaHarengus	135	2
49	30	ClupeaHarengus	140	1
49	30	ClupeaHarengus	140	1
49	30	ClupeaHarengus	140	1
49	30	ClupeaHarengus	140	1
49	30	ClupeaHarengus	140	5
49	30	ClupeaHarengus	145	1
49	30	ClupeaHarengus	145	1
49	30	ClupeaHarengus	145	1
49	30	ClupeaHarengus	145	2
49	30	ClupeaHarengus	145	1
49	30	ClupeaHarengus	150	1
49	30	ClupeaHarengus	150	2
49	30	ClupeaHarengus	150	3
49	30	ClupeaHarengus	150	3
49	30	ClupeaHarengus	150	6
49	30	ClupeaHarengus	155	2
49	30	ClupeaHarengus	155	3
49	30	ClupeaHarengus	155	4
49	30	ClupeaHarengus	155	3
49	30	ClupeaHarengus	155	4
49	30	ClupeaHarengus	160	2
49	30	ClupeaHarengus	160	3
49	30	ClupeaHarengus	160	4
49	30	ClupeaHarengus	160	4
49	30	ClupeaHarengus	160	5
49	30	ClupeaHarengus	165	2
49	30	ClupeaHarengus	165	3
49	30	ClupeaHarengus	165	6
49	30	ClupeaHarengus	165	5
49	30	ClupeaHarengus	165	6
49	30	ClupeaHarengus	170	4
49	30	ClupeaHarengus	170	4
49	30	ClupeaHarengus	170	8
49	30	ClupeaHarengus	170	8
49	30	ClupeaHarengus	170	8
49	30	ClupeaHarengus	175	4
49	30	ClupeaHarengus	175	5
49	30	ClupeaHarengus	175	8
49	30	ClupeaHarengus	175	5
49	30	ClupeaHarengus	175	8
49	30	ClupeaHarengus	180	7
49	30	ClupeaHarengus	180	8
49	30	ClupeaHarengus	180	6
49	30	ClupeaHarengus	180	7
49	30	ClupeaHarengus	180	8
49	30	ClupeaHarengus	185	6
49	30	ClupeaHarengus	185	6
49	30	ClupeaHarengus	185	8
49	30	ClupeaHarengus	185	6
49	30	ClupeaHarengus	185	7
49	30	ClupeaHarengus	190	6
49	30	ClupeaHarengus	190	5
49	30	ClupeaHarengus	190	8
49	30	ClupeaHarengus	190	7
49	30	ClupeaHarengus	190	8
49	30	ClupeaHarengus	195	8
49	30	ClupeaHarengus	195	8
49	30	ClupeaHarengus	195	8
49	30	ClupeaHarengus	195	8
49	30	ClupeaHarengus	195	8
49	30	ClupeaHarengus	200	6
49	30	ClupeaHarengus	200	7
49	30	ClupeaHarengus	200	8
49	30	ClupeaHarengus	200	8
49	30	ClupeaHarengus	200	8
49	30	ClupeaHarengus	205	8
49	30	ClupeaHarengus	205	8
49	30	ClupeaHarengus	205	8
49	30	ClupeaHarengus	205	8
49	30	ClupeaHarengus	205	8
49	30	ClupeaHarengus	210	8
49	30	ClupeaHarengus	210	8
49	30	ClupeaHarengus	210	8
49	30	ClupeaHarengus	210	8
49	30	ClupeaHarengus	215	8
49	30	ClupeaHarengus	215	8
49	30	ClupeaHarengus	220	8
49	30	ClupeaHarengus	220	8
49	30	ClupeaHarengus	220	8
49	30	ClupeaHarengus	220	8
49	30	ClupeaHarengus	225	8
49	30	ClupeaHarengus	225	8
51	30	ClupeaHarengus	140	1
51	30	ClupeaHarengus	145	1
51	30	ClupeaHarengus	150	3
51	30	ClupeaHarengus	150	2
51	30	ClupeaHarengus	150	2
51	30	ClupeaHarengus	150	3
51	30	ClupeaHarengus	150	3
51	30	ClupeaHarengus	155	2
51	30	ClupeaHarengus	155	3
51	30	ClupeaHarengus	155	3
51	30	ClupeaHarengus	155	3
51	30	ClupeaHarengus	155	7
51	30	ClupeaHarengus	160	2
51	30	ClupeaHarengus	160	3
51	30	ClupeaHarengus	160	4
51	30	ClupeaHarengus	160	3
51	30	ClupeaHarengus	160	3
51	30	ClupeaHarengus	165	3
51	30	ClupeaHarengus	165	2
51	30	ClupeaHarengus	165	5
51	30	ClupeaHarengus	165	4
51	30	ClupeaHarengus	165	5
51	30	ClupeaHarengus	170	5
51	30	ClupeaHarengus	170	3
51	30	ClupeaHarengus	170	4
51	30	ClupeaHarengus	170	3
51	30	ClupeaHarengus	170	4
51	30	ClupeaHarengus	175	5
51	30	ClupeaHarengus	175	6
51	30	ClupeaHarengus	175	8
51	30	ClupeaHarengus	175	4
51	30	ClupeaHarengus	175	4
51	30	ClupeaHarengus	180	8
51	30	ClupeaHarengus	180	6
51	30	ClupeaHarengus	180	5
51	30	ClupeaHarengus	180	6
51	30	ClupeaHarengus	180	8
51	30	ClupeaHarengus	185	6
51	30	ClupeaHarengus	185	7
51	30	ClupeaHarengus	185	6
51	30	ClupeaHarengus	185	6
51	30	ClupeaHarengus	185	8
51	30	ClupeaHarengus	190	4
51	30	ClupeaHarengus	190	7
51	30	ClupeaHarengus	190	8
51	30	ClupeaHarengus	190	8
51	30	ClupeaHarengus	190	8
51	30	ClupeaHarengus	195	4
51	30	ClupeaHarengus	195	6
51	30	ClupeaHarengus	195	8
51	30	ClupeaHarengus	195	8
51	30	ClupeaHarengus	195	8
51	30	ClupeaHarengus	200	8
51	30	ClupeaHarengus	200	8
51	30	ClupeaHarengus	200	8
51	30	ClupeaHarengus	200	8
51	30	ClupeaHarengus	200	8
51	30	ClupeaHarengus	205	6
51	30	ClupeaHarengus	205	8
51	30	ClupeaHarengus	205	8
51	30	ClupeaHarengus	205	8
51	30	ClupeaHarengus	205	8
51	30	ClupeaHarengus	210	8
51	30	ClupeaHarengus	210	8
51	30	ClupeaHarengus	215	8
51	30	ClupeaHarengus	215	8
51	30	ClupeaHarengus	225	8
53	30	ClupeaHarengus	85	0
53	30	ClupeaHarengus	110	0
53	30	ClupeaHarengus	115	1
53	30	ClupeaHarengus	120	0
53	30	ClupeaHarengus	125	1
53	30	ClupeaHarengus	125	1
53	30	ClupeaHarengus	125	1
53	30	ClupeaHarengus	125	1
53	30	ClupeaHarengus	130	1
53	30	ClupeaHarengus	130	1
53	30	ClupeaHarengus	130	1
53	30	ClupeaHarengus	130	1
53	30	ClupeaHarengus	130	1
53	30	ClupeaHarengus	135	1
53	30	ClupeaHarengus	135	1
53	30	ClupeaHarengus	135	1
53	30	ClupeaHarengus	135	1
53	30	ClupeaHarengus	135	1
53	30	ClupeaHarengus	140	1
53	30	ClupeaHarengus	140	2
53	30	ClupeaHarengus	140	1
53	30	ClupeaHarengus	140	1
53	30	ClupeaHarengus	140	2
53	30	ClupeaHarengus	145	2
53	30	ClupeaHarengus	145	2
53	30	ClupeaHarengus	145	2
53	30	ClupeaHarengus	145	3
53	30	ClupeaHarengus	145	2
53	30	ClupeaHarengus	150	2
53	30	ClupeaHarengus	150	4
53	30	ClupeaHarengus	150	2
53	30	ClupeaHarengus	150	5
53	30	ClupeaHarengus	150	4
53	30	ClupeaHarengus	155	2
53	30	ClupeaHarengus	155	2
53	30	ClupeaHarengus	155	3
53	30	ClupeaHarengus	155	3
53	30	ClupeaHarengus	155	4
53	30	ClupeaHarengus	160	3
53	30	ClupeaHarengus	160	4
53	30	ClupeaHarengus	160	4
53	30	ClupeaHarengus	160	3
53	30	ClupeaHarengus	160	1
53	30	ClupeaHarengus	165	3
53	30	ClupeaHarengus	165	3
53	30	ClupeaHarengus	165	8
53	30	ClupeaHarengus	165	3
53	30	ClupeaHarengus	165	4
53	30	ClupeaHarengus	170	3
53	30	ClupeaHarengus	170	5
53	30	ClupeaHarengus	170	7
53	30	ClupeaHarengus	170	4
53	30	ClupeaHarengus	170	5
53	30	ClupeaHarengus	175	3
53	30	ClupeaHarengus	175	5
53	30	ClupeaHarengus	175	8
53	30	ClupeaHarengus	175	3
53	30	ClupeaHarengus	175	8
53	30	ClupeaHarengus	180	6
53	30	ClupeaHarengus	180	6
53	30	ClupeaHarengus	180	5
53	30	ClupeaHarengus	180	6
53	30	ClupeaHarengus	180	7
53	30	ClupeaHarengus	185	8
53	30	ClupeaHarengus	185	8
53	30	ClupeaHarengus	185	7
53	30	ClupeaHarengus	185	5
53	30	ClupeaHarengus	185	6
53	30	ClupeaHarengus	190	8
53	30	ClupeaHarengus	190	5
53	30	ClupeaHarengus	190	8
53	30	ClupeaHarengus	190	8
53	30	ClupeaHarengus	190	6
53	30	ClupeaHarengus	195	6
53	30	ClupeaHarengus	195	8
53	30	ClupeaHarengus	195	7
53	30	ClupeaHarengus	195	8
53	30	ClupeaHarengus	195	8
53	30	ClupeaHarengus	200	7
53	30	ClupeaHarengus	200	8
53	30	ClupeaHarengus	200	8
53	30	ClupeaHarengus	200	8
53	30	ClupeaHarengus	200	7
53	30	ClupeaHarengus	205	8
53	30	ClupeaHarengus	205	8
53	30	ClupeaHarengus	205	8
53	30	ClupeaHarengus	205	8
53	30	ClupeaHarengus	205	8
53	30	ClupeaHarengus	210	8
53	30	ClupeaHarengus	210	8
53	30	ClupeaHarengus	210	8
53	30	ClupeaHarengus	210	8
53	30	ClupeaHarengus	215	8
53	30	ClupeaHarengus	215	8
53	30	ClupeaHarengus	215	8
53	30	ClupeaHarengus	220	8
53	30	ClupeaHarengus	230	8
55	30	ClupeaHarengus	105	0
55	30	ClupeaHarengus	105	0
55	30	ClupeaHarengus	105	0
55	30	ClupeaHarengus	110	0
55	30	ClupeaHarengus	110	1
55	30	ClupeaHarengus	115	0
55	30	ClupeaHarengus	115	0
55	30	ClupeaHarengus	115	0
55	30	ClupeaHarengus	115	0
55	30	ClupeaHarengus	115	0
55	30	ClupeaHarengus	120	0
55	30	ClupeaHarengus	120	0
55	30	ClupeaHarengus	120	0
55	30	ClupeaHarengus	120	0
55	30	ClupeaHarengus	120	1
55	30	ClupeaHarengus	125	1
55	30	ClupeaHarengus	125	0
55	30	ClupeaHarengus	125	0
55	30	ClupeaHarengus	125	0
55	30	ClupeaHarengus	125	1
55	30	ClupeaHarengus	130	1
55	30	ClupeaHarengus	130	1
55	30	ClupeaHarengus	130	0
55	30	ClupeaHarengus	130	1
55	30	ClupeaHarengus	130	1
55	30	ClupeaHarengus	135	1
55	30	ClupeaHarengus	135	1
55	30	ClupeaHarengus	135	2
55	30	ClupeaHarengus	135	1
55	30	ClupeaHarengus	135	1
55	30	ClupeaHarengus	140	1
55	30	ClupeaHarengus	140	1
55	30	ClupeaHarengus	140	1
55	30	ClupeaHarengus	140	1
55	30	ClupeaHarengus	140	1
55	30	ClupeaHarengus	145	1
55	30	ClupeaHarengus	145	1
55	30	ClupeaHarengus	145	1
55	30	ClupeaHarengus	145	1
55	30	ClupeaHarengus	150	2
55	30	ClupeaHarengus	150	3
55	30	ClupeaHarengus	150	5
55	30	ClupeaHarengus	150	1
55	30	ClupeaHarengus	150	2
55	30	ClupeaHarengus	150	2
55	30	ClupeaHarengus	155	2
55	30	ClupeaHarengus	155	3
55	30	ClupeaHarengus	155	4
55	30	ClupeaHarengus	155	2
55	30	ClupeaHarengus	155	4
55	30	ClupeaHarengus	160	3
55	30	ClupeaHarengus	160	4
55	30	ClupeaHarengus	160	2
55	30	ClupeaHarengus	160	3
55	30	ClupeaHarengus	160	3
55	30	ClupeaHarengus	165	3
55	30	ClupeaHarengus	165	5
55	30	ClupeaHarengus	165	4
55	30	ClupeaHarengus	165	4
55	30	ClupeaHarengus	165	5
55	30	ClupeaHarengus	170	7
55	30	ClupeaHarengus	170	3
55	30	ClupeaHarengus	170	5
55	30	ClupeaHarengus	170	7
55	30	ClupeaHarengus	170	7
55	30	ClupeaHarengus	175	4
55	30	ClupeaHarengus	175	6
55	30	ClupeaHarengus	175	4
55	30	ClupeaHarengus	175	6
55	30	ClupeaHarengus	175	8
55	30	ClupeaHarengus	180	7
55	30	ClupeaHarengus	180	3
55	30	ClupeaHarengus	180	4
55	30	ClupeaHarengus	180	6
55	30	ClupeaHarengus	180	4
55	30	ClupeaHarengus	185	8
55	30	ClupeaHarengus	185	6
55	30	ClupeaHarengus	185	6
55	30	ClupeaHarengus	185	6
55	30	ClupeaHarengus	185	6
55	30	ClupeaHarengus	190	6
55	30	ClupeaHarengus	190	6
55	30	ClupeaHarengus	190	8
55	30	ClupeaHarengus	190	5
55	30	ClupeaHarengus	190	8
55	30	ClupeaHarengus	195	8
55	30	ClupeaHarengus	195	8
55	30	ClupeaHarengus	195	8
55	30	ClupeaHarengus	195	8
55	30	ClupeaHarengus	195	7
55	30	ClupeaHarengus	200	8
55	30	ClupeaHarengus	200	7
55	30	ClupeaHarengus	200	8
55	30	ClupeaHarengus	200	8
55	30	ClupeaHarengus	200	5
55	30	ClupeaHarengus	205	8
55	30	ClupeaHarengus	205	8
55	30	ClupeaHarengus	205	6
55	30	ClupeaHarengus	215	8
55	30	ClupeaHarengus	215	8
55	30	ClupeaHarengus	225	8
57	30	ClupeaHarengus	70	0
57	30	ClupeaHarengus	85	0
57	30	ClupeaHarengus	95	0
57	30	ClupeaHarengus	105	1
57	30	ClupeaHarengus	105	0
57	30	ClupeaHarengus	105	0
57	30	ClupeaHarengus	105	1
57	30	ClupeaHarengus	110	0
57	30	ClupeaHarengus	110	0
57	30	ClupeaHarengus	110	0
57	30	ClupeaHarengus	110	1
57	30	ClupeaHarengus	110	0
57	30	ClupeaHarengus	115	0
57	30	ClupeaHarengus	115	0
57	30	ClupeaHarengus	115	1
57	30	ClupeaHarengus	115	0
57	30	ClupeaHarengus	115	0
57	30	ClupeaHarengus	120	1
57	30	ClupeaHarengus	120	0
57	30	ClupeaHarengus	120	1
57	30	ClupeaHarengus	120	1
57	30	ClupeaHarengus	120	1
57	30	ClupeaHarengus	125	0
57	30	ClupeaHarengus	125	0
57	30	ClupeaHarengus	125	0
57	30	ClupeaHarengus	125	1
57	30	ClupeaHarengus	125	1
57	30	ClupeaHarengus	130	1
57	30	ClupeaHarengus	130	1
57	30	ClupeaHarengus	130	1
57	30	ClupeaHarengus	130	1
57	30	ClupeaHarengus	130	1
57	30	ClupeaHarengus	135	1
57	30	ClupeaHarengus	135	1
57	30	ClupeaHarengus	135	1
57	30	ClupeaHarengus	135	1
57	30	ClupeaHarengus	135	1
57	30	ClupeaHarengus	140	1
57	30	ClupeaHarengus	140	1
57	30	ClupeaHarengus	140	1
57	30	ClupeaHarengus	140	2
57	30	ClupeaHarengus	140	1
57	30	ClupeaHarengus	145	2
57	30	ClupeaHarengus	145	2
57	30	ClupeaHarengus	145	1
57	30	ClupeaHarengus	145	1
57	30	ClupeaHarengus	145	2
57	30	ClupeaHarengus	150	1
57	30	ClupeaHarengus	150	1
57	30	ClupeaHarengus	150	3
57	30	ClupeaHarengus	150	1
57	30	ClupeaHarengus	150	1
57	30	ClupeaHarengus	155	3
57	30	ClupeaHarengus	155	3
57	30	ClupeaHarengus	155	2
57	30	ClupeaHarengus	155	3
57	30	ClupeaHarengus	155	3
57	30	ClupeaHarengus	160	2
57	30	ClupeaHarengus	160	4
57	30	ClupeaHarengus	160	4
57	30	ClupeaHarengus	160	4
57	30	ClupeaHarengus	160	4
57	30	ClupeaHarengus	165	3
57	30	ClupeaHarengus	165	3
57	30	ClupeaHarengus	165	4
