Haul	TotalLength	Age
522	195	8
522	195	10
522	195	7
522	200	9
522	200	8
522	200	8
522	200	11
522	200	10
522	205	8
522	210	9
522	210	13
522	215	11
522	220	13
522	225	13
522	290	15
523	120	1
523	125	1
523	125	1
523	125	1
523	125	1
523	125	1
523	130	2
523	130	1
523	130	1
523	130	2
523	135	2
523	135	1
523	135	3
523	135	1
523	135	2
523	140	2
523	140	2
523	140	2
523	140	2
523	140	2
524	115	1
524	120	1
524	120	1
524	125	1
524	125	1
524	125	1
524	125	2
524	125	2
524	130	2
524	130	2
524	130	1
524	130	1
524	130	1
524	135	2
524	135	2
524	135	2
524	135	2
524	135	2
524	140	2
524	140	2
524	140	2
524	140	5
524	140	2
524	145	2
524	145	2
524	145	3
524	145	2
524	145	2
524	150	2
524	150	2
524	150	3
524	150	2
524	150	4
524	155	5
524	155	5
524	155	5
524	155	5
524	155	5
524	160	5
524	160	5
524	160	6
524	160	5
524	160	4
524	165	5
524	165	5
524	165	5
524	165	7
524	165	7
524	170	7
524	170	7
524	170	11
524	170	11
524	170	5
524	175	7
524	175	5
524	175	6
524	175	5
524	175	7
524	180	5
524	180	5
524	180	13
524	180	9
524	180	7
524	185	7
524	185	7
524	185	7
524	185	11
524	185	18
524	190	10
524	190	14
524	190	13
524	190	10
524	190	9
524	195	15
524	195	9
524	195	7
524	195	14
524	195	14
524	200	6
524	200	7
524	200	11
524	200	14
524	200	9
524	205	11
524	205	15
524	205	12
524	205	8
524	210	9
524	210	10
524	215	15
524	215	15
524	215	8
524	215	10
524	215	17
524	220	11
524	230	14
528	125	1
528	130	1
528	135	2
528	135	2
528	135	2
528	140	4
528	140	3
528	140	2
528	140	3
528	140	2
528	145	4
528	145	2
528	145	5
528	145	5
528	145	3
528	150	4
528	150	4
528	150	2
528	150	3
528	150	3
528	155	3
528	155	5
528	155	2
528	155	3
528	155	4
528	160	3
528	160	6
528	160	5
528	160	4
528	160	3
528	165	5
528	165	4
528	165	5
528	165	4
528	165	5
528	170	7
528	170	5
528	170	6
528	170	5
528	170	5
528	175	9
528	175	8
528	175	5
528	175	5
528	175	6
528	180	9
528	180	5
528	180	5
528	180	10
528	180	6
528	185	6
528	185	6
528	185	14
528	185	10
528	185	6
528	190	6
528	190	7
528	190	5
528	190	10
528	190	8
528	195	6
528	195	7
528	195	13
528	200	13
528	200	14
528	200	9
528	205	9
528	205	14
528	210	13
528	210	11
528	210	7
528	210	10
528	225	13
529	125	1
529	135	2
529	135	3
529	135	2
529	135	2
529	135	2
529	140	2
529	140	2
529	140	2
529	140	2
529	140	3
529	145	2
529	145	2
529	145	2
529	145	3
529	145	2
529	150	5
529	150	7
529	150	2
529	150	2
529	150	2
529	155	2
529	155	2
529	155	6
529	155	6
529	155	5
529	160	2
529	160	5
529	160	3
529	160	5
529	160	6
529	165	5
529	165	5
529	165	5
529	165	5
529	165	5
529	170	5
529	170	5
529	170	3
529	170	5
529	170	3
529	175	7
529	175	5
529	175	5
529	175	4
529	175	5
529	180	6
529	180	7
529	180	8
529	180	5
529	180	6
529	185	10
529	185	11
529	185	12
529	185	7
529	185	6
529	190	7
529	190	13
529	190	8
529	190	12
529	190	7
529	195	15
529	195	12
529	195	9
529	195	13
529	200	17
529	200	5
529	200	14
529	200	10
529	200	12
529	205	10
529	205	11
529	210	11
529	210	12
529	210	12
529	215	12
529	215	17
529	220	15
529	225	14
530	50	0
530	60	0
530	60	0
530	60	0
530	60	0
530	60	0
530	65	0
530	65	0
530	65	0
530	65	0
530	65	0
530	70	0
530	70	0
530	70	0
530	70	0
530	75	0
530	75	0
530	75	0
530	75	0
530	75	0
530	80	0
530	80	0
530	85	0
530	85	0
530	90	0
530	100	0
530	100	1
530	100	1
530	110	1
530	115	1
530	115	1
530	115	1
530	120	1
530	120	1
530	120	1
530	120	1
530	120	1
530	125	1
530	125	1
530	125	1
530	125	1
530	125	1
530	130	1
530	130	1
530	130	1
530	130	1
530	130	3
530	135	1
530	135	1
530	135	4
530	135	2
530	140	2
530	140	4
530	140	3
530	140	2
530	140	2
530	145	2
530	145	3
530	145	2
530	145	5
530	145	2
530	150	2
530	150	2
530	150	2
530	150	5
530	150	2
530	155	4
530	155	5
530	155	2
530	155	2
530	155	5
530	160	5
530	160	5
530	160	4
530	160	4
530	160	5
530	165	6
530	165	5
530	165	5
530	165	5
530	165	4
530	170	5
530	170	6
530	170	5
530	170	6
530	170	5
530	175	5
530	175	5
530	175	5
530	175	4
530	175	6
530	180	6
530	180	9
530	180	5
530	180	5
530	180	8
530	185	5
530	185	5
530	185	6
530	185	8
530	190	15
530	190	9
530	190	10
530	190	6
530	190	8
530	195	6
530	195	9
530	195	11
530	200	7
530	200	9
530	200	8
530	205	13
530	210	8
530	220	15
530	220	9
530	230	13
531	110	1
531	115	1
531	115	1
531	115	1
531	115	1
531	120	1
531	120	1
531	120	1
531	120	1
531	120	1
531	125	1
531	125	1
531	125	1
531	125	1
531	125	1
531	130	1
531	130	1
531	130	1
531	130	1
531	130	1
531	135	1
531	135	1
531	135	3
531	135	3
531	140	2
531	140	2
531	140	2
531	140	2
531	140	2
531	145	2
531	145	3
531	145	3
531	145	2
531	145	2
531	150	3
531	150	4
531	150	2
531	150	2
531	150	2
531	155	3
531	160	3
531	160	5
531	165	5
531	170	4
532	120	1
532	120	1
532	125	1
532	125	1
532	125	1
532	125	1
532	125	1
532	130	1
532	130	1
532	130	1
532	130	1
532	130	1
532	135	1
532	135	2
532	140	2
532	140	1
532	140	5
532	145	2
532	145	3
532	145	2
532	145	2
532	145	3
532	150	2
532	150	3
532	150	5
532	150	5
532	150	4
532	155	2
532	155	3
532	155	4
532	155	5
532	155	4
532	160	4
532	160	6
532	160	4
532	160	4
532	160	6
532	165	3
532	165	5
532	165	5
532	165	5
532	165	4
532	170	6
532	170	6
532	170	4
532	170	7
532	170	5
532	175	6
532	175	5
532	175	5
532	175	3
532	175	9
532	180	6
532	180	5
532	180	7
532	180	9
532	180	7
532	185	11
532	185	6
532	185	8
532	185	9
532	185	6
532	190	13
532	190	8
532	190	11
532	190	8
532	190	7
532	195	8
532	195	7
532	195	8
532	195	11
532	200	8
532	200	10
532	200	9
532	200	9
532	205	8
532	205	12
532	205	15
532	205	13
532	205	13
532	210	13
532	210	17
532	210	10
532	210	10
532	210	10
532	215	14
532	220	13
532	225	12
533	140	6
533	140	2
533	145	2
533	145	3
533	145	5
533	145	3
533	150	4
533	150	2
533	150	3
533	155	3
533	155	5
533	155	5
533	155	5
533	155	5
533	160	5
533	160	5
533	160	5
533	160	5
533	160	8
533	165	5
533	165	5
533	165	5
533	165	6
533	165	3
533	170	6
533	170	5
533	170	4
533	170	5
533	170	5
533	175	6
533	175	8
533	175	5
533	175	9
533	175	7
533	180	6
533	180	7
533	180	8
533	180	7
533	180	8
533	185	7
533	185	9
533	185	11
533	185	9
533	185	17
533	190	8
533	190	12
533	190	9
533	190	10
533	190	7
533	195	10
533	195	9
533	195	11
533	195	8
533	195	12
533	200	11
533	200	12
533	200	8
533	200	11
533	200	16
533	205	8
533	205	10
533	205	9
533	205	7
533	205	12
533	210	15
533	210	15
533	210	17
533	210	13
533	210	9
533	215	9
533	215	10
533	220	13
533	220	12
533	220	8
533	220	14
533	220	17
533	225	15
533	225	10
533	225	11
533	230	15
533	230	15
533	235	18
533	235	16
533	240	15
537	75	0
537	75	0
537	85	0
537	95	0
537	115	1
537	120	1
537	120	1
537	120	1
537	120	1
537	120	1
537	125	1
537	125	1
537	125	1
537	125	1
537	125	1
537	130	1
537	130	1
537	130	1
537	130	1
537	130	1
537	135	2
537	135	1
537	135	1
537	135	1
537	135	1
537	140	2
537	140	2
537	140	2
537	140	2
537	140	2
537	145	2
537	145	1
537	145	2
537	145	2
537	145	3
537	150	2
537	150	2
537	150	2
537	150	2
537	150	2
537	155	2
537	155	2
537	155	2
537	155	2
537	155	4
537	160	3
537	160	5
537	160	3
537	160	3
537	165	5
537	170	5
537	175	6
537	180	5
538	120	1
538	120	1
538	120	1
538	120	1
538	125	1
538	125	1
538	125	1
538	125	1
538	125	1
538	130	1
538	130	1
538	130	1
538	130	1
538	130	1
538	135	2
538	135	2
538	135	1
538	135	1
538	135	2
538	140	2
538	140	1
538	140	2
538	140	1
538	140	1
538	145	2
538	145	3
538	145	2
538	145	2
538	145	2
538	150	2
538	150	3
538	150	2
538	150	2
538	150	3
538	155	2
538	155	2
538	155	2
538	155	2
538	155	4
538	160	5
538	160	3
538	160	5
538	160	5
538	160	6
538	170	4
539	120	1
539	130	1
539	130	1
539	130	1
539	130	1
539	130	1
539	135	2
539	135	1
539	140	1
539	140	1
539	140	2
539	140	1
539	140	2
539	145	4
539	145	2
539	145	2
539	145	1
539	145	2
539	150	2
539	150	2
539	150	2
539	150	2
539	150	5
539	155	5
539	155	5
539	155	3
539	155	3
539	155	5
539	160	5
539	160	6
539	160	5
539	160	4
539	160	3
539	165	5
539	165	3
539	165	5
539	165	3
539	165	5
539	170	5
539	170	5
539	170	4
539	170	6
539	170	5
539	175	7
539	175	5
539	175	6
539	175	5
539	180	5
539	180	5
539	180	5
539	180	5
539	180	5
539	185	6
539	185	5
539	185	5
539	185	8
539	185	6
539	190	9
539	190	7
539	190	19
539	190	5
539	190	8
539	195	6
539	195	9
539	195	10
539	195	6
539	195	15
539	200	9
539	200	10
539	200	12
539	200	10
539	200	12
539	205	17
539	205	9
539	205	9
539	205	10
539	205	16
539	210	9
539	210	9
539	210	10
539	210	12
539	210	10
539	215	14
539	215	16
539	215	14
539	215	15
539	220	10
539	220	16
539	220	10
539	220	15
539	220	15
539	230	15
539	240	18
539	250	18
540	65	0
540	65	0
540	70	0
540	70	0
540	70	0
540	70	0
540	70	0
540	75	0
540	75	0
540	75	0
540	75	0
540	75	0
540	80	0
540	80	0
540	80	0
540	85	0
540	105	1
540	105	1
540	125	1
540	125	1
540	125	1
540	125	1
540	130	1
540	130	1
540	130	2
540	130	2
540	135	1
540	135	1
540	140	2
540	140	5
540	140	3
540	145	5
540	145	2
540	145	2
540	145	3
540	145	5
540	150	3
540	150	2
540	150	3
540	150	6
540	150	5
540	155	5
540	155	5
540	155	3
540	155	5
540	155	6
540	160	3
540	160	3
540	160	3
540	160	5
540	160	6
540	165	4
540	165	5
540	165	3
540	165	5
540	165	4
540	170	5
540	170	5
540	170	5
540	170	8
540	170	5
540	175	5
540	175	5
540	175	5
540	175	7
540	175	5
540	180	7
540	180	5
540	180	5
540	180	6
540	180	9
540	185	10
540	185	5
540	185	6
540	185	10
540	185	6
540	190	8
540	190	9
540	190	10
540	190	5
540	190	7
540	195	10
540	195	8
540	200	8
540	205	9
540	215	12
541	75	0
541	130	1
541	135	2
541	140	2
541	140	2
541	145	2
541	145	2
541	150	2
541	150	2
541	150	2
541	150	2
541	150	3
541	155	3
541	155	3
541	155	3
541	155	4
541	155	5
541	160	6
541	160	6
541	160	8
541	160	4
541	160	5
541	165	5
541	165	3
541	165	4
541	165	6
541	165	5
541	170	6
541	170	3
541	170	3
541	170	5
541	170	5
541	175	5
541	175	5
541	175	6
541	175	5
541	175	7
541	180	5
541	180	7
541	180	11
541	180	7
541	180	5
541	185	10
541	185	9
541	185	11
541	185	5
541	185	10
541	190	5
541	190	7
541	190	12
541	190	6
541	190	5
541	195	9
541	195	13
541	195	10
541	195	10
541	195	10
541	200	10
541	200	7
541	200	8
541	200	9
541	200	11
541	205	17
541	205	13
541	210	9
541	210	14
541	210	12
541	215	14
541	215	12
541	215	13
541	215	16
542	120	1
542	125	1
542	125	1
542	125	1
542	125	1
542	125	1
542	130	1
542	130	1
542	130	1
542	130	1
542	130	1
542	135	1
542	135	1
542	135	1
542	135	1
542	135	1
542	140	2
542	140	1
542	140	2
542	140	2
542	145	3
542	145	2
542	145	2
542	145	2
542	145	1
542	150	3
542	150	5
542	150	3
542	150	2
542	150	2
542	155	4
542	155	4
542	155	2
542	155	2
542	155	4
542	160	5
542	160	4
542	160	5
542	160	5
542	160	5
542	165	6
542	165	5
542	165	5
542	165	5
542	170	9
542	170	5
542	170	7
542	170	5
542	170	6
542	175	6
542	175	5
542	175	5
542	175	4
542	175	5
542	180	9
542	180	7
542	180	13
542	180	7
542	185	11
542	185	10
542	185	6
542	185	6
542	185	7
542	190	12
542	190	11
542	190	10
542	190	9
542	190	9
542	195	13
542	195	7
542	195	10
542	195	13
542	195	9
542	200	9
542	200	9
542	200	11
542	200	11
542	200	10
542	205	14
542	205	17
542	205	15
542	210	11
542	215	14
542	215	16
542	215	16
542	225	18
542	245	15
543	120	1
543	125	1
543	125	1
543	125	1
543	125	1
543	125	1
543	130	4
543	130	2
543	130	1
543	130	1
543	130	3
543	135	2
543	135	3
543	135	2
543	135	1
543	135	3
543	140	3
543	140	2
543	140	5
543	140	2
543	140	2
543	145	3
543	145	2
543	145	5
543	145	6
543	145	2
543	150	6
543	150	2
543	150	3
543	150	5
543	150	2
543	155	5
543	155	3
543	155	3
543	155	3
543	155	2
543	160	6
543	160	4
543	160	5
543	160	5
543	160	5
543	165	5
543	165	4
543	165	5
543	165	6
543	165	4
543	170	8
543	170	6
543	170	5
543	170	6
543	170	4
543	175	10
543	175	5
543	175	8
543	175	6
543	175	5
543	180	6
543	180	5
543	180	7
543	180	6
543	180	9
543	185	11
543	185	8
543	185	14
543	185	16
543	185	8
543	190	7
543	190	10
543	190	8
543	190	7
543	190	6
543	195	8
543	195	12
543	195	8
543	195	8
543	195	8
543	200	7
543	200	8
543	200	13
543	200	10
543	200	9
543	205	9
543	205	8
543	205	9
543	210	12
543	210	10
543	210	7
543	210	15
543	210	9
543	215	13
543	215	10
543	245	13
545	75	0
545	75	0
545	80	0
545	80	0
545	80	0
545	80	0
545	85	0
545	105	1
545	110	1
545	115	2
545	115	1
545	115	1
545	120	1
545	120	1
545	120	1
545	125	1
545	125	1
545	125	1
545	125	1
545	125	1
545	130	1
545	130	2
545	130	1
545	130	2
545	130	1
545	135	2
545	135	1
545	135	1
545	135	1
545	135	2
545	140	2
545	140	2
545	140	2
545	140	2
545	140	2
545	145	4
545	145	2
545	145	2
545	145	2
545	145	4
545	150	2
545	150	2
545	150	5
545	150	2
545	150	5
545	155	2
545	155	2
545	155	4
545	155	5
545	155	2
545	160	4
545	160	7
545	160	4
545	160	3
545	160	4
545	165	5
545	165	5
545	165	5
545	165	5
545	165	5
545	170	5
545	170	6
545	170	5
545	170	6
545	170	5
545	175	4
545	175	5
545	175	5
545	175	5
545	175	5
545	180	6
545	180	5
545	180	7
545	180	5
545	180	7
545	185	13
545	185	10
545	185	6
545	185	8
545	185	7
545	190	8
545	190	9
545	195	8
545	195	6
545	195	10
545	195	9
545	200	8
545	205	12
546	115	1
546	115	2
546	120	1
546	120	1
546	125	1
546	125	1
546	125	1
546	125	1
546	125	1
546	130	2
546	130	1
546	130	1
546	130	1
546	130	2
546	135	2
546	135	2
546	135	5
546	135	4
546	135	2
546	140	2
546	140	2
546	140	2
546	140	2
546	140	5
546	145	5
546	145	2
546	145	4
546	145	2
546	145	5
546	150	2
546	150	7
546	150	2
546	150	2
546	150	3
546	155	5
546	155	4
546	155	5
546	155	5
546	155	3
546	160	6
546	160	3
546	160	5
546	160	5
546	160	5
546	165	6
546	165	5
546	165	5
546	165	6
546	165	5
546	170	9
546	170	6
546	170	5
546	170	4
546	170	5
546	175	6
546	175	8
546	175	5
546	175	8
546	175	5
546	180	6
546	180	11
546	180	7
546	180	11
546	180	5
546	185	7
546	185	8
546	185	6
546	190	11
546	190	8
546	195	14
546	195	12
546	195	13
546	195	11
546	200	9
546	200	8
546	205	14
546	210	7
546	210	15
549	120	1
549	125	1
549	125	1
549	125	1
549	125	1
549	125	1
549	130	1
549	130	1
549	130	1
549	130	1
549	130	1
549	135	1
549	135	1
549	135	1
549	135	1
549	135	1
549	140	2
549	140	2
549	140	2
549	140	1
549	140	2
549	145	2
549	145	2
549	145	2
549	145	2
549	145	2
549	150	2
549	150	4
549	150	2
549	150	3
549	150	2
549	155	2
549	155	5
549	155	2
549	155	4
549	155	5
549	160	5
549	160	5
549	160	5
549	160	5
549	160	3
549	165	3
549	165	4
549	165	4
549	165	4
549	165	5
549	170	7
549	170	5
549	170	5
549	170	5
549	170	5
549	175	5
549	175	5
549	175	5
549	175	5
549	175	5
549	180	5
549	180	5
549	180	5
549	180	5
549	180	5
549	185	6
549	185	5
549	190	9
549	190	10
549	190	5
549	190	8
549	190	10
549	195	11
549	200	10
549	200	15
549	200	10
549	200	16
549	210	8
549	230	16
550	95	1
550	115	1
550	120	1
550	120	1
550	120	1
550	120	1
550	120	1
550	125	1
550	125	1
550	125	1
550	125	1
550	125	3
550	130	1
550	130	1
550	130	1
550	130	1
550	130	1
550	135	1
550	135	1
550	135	1
550	135	2
550	135	1
550	140	1
550	140	2
550	140	2
550	140	2
550	140	2
550	145	2
550	145	2
550	145	2
550	145	2
550	145	2
550	150	2
550	150	2
550	150	2
550	150	3
550	150	2
550	155	2
550	155	5
550	155	3
550	155	5
550	155	2
550	160	6
550	160	2
550	160	2
550	160	4
550	160	5
550	165	5
550	165	4
550	165	3
550	165	6
550	165	5
550	170	5
550	170	5
550	170	3
550	170	6
550	170	5
550	175	5
550	175	4
550	175	5
550	175	5
550	175	4
550	180	5
550	180	5
550	180	5
550	180	5
550	180	5
550	185	7
550	185	9
551	110	1
551	115	1
551	120	1
551	125	1
551	125	1
551	125	1
551	125	1
551	125	1
551	130	1
551	130	1
551	130	1
551	130	1
551	135	2
551	135	1
551	135	1
551	135	2
551	135	2
551	140	1
551	140	2
551	140	1
551	140	1
551	140	2
551	145	2
551	145	2
551	145	2
551	145	2
551	145	2
551	150	2
551	150	3
551	150	2
551	150	2
551	150	2
551	155	4
551	155	2
551	155	2
551	155	6
551	155	2
551	160	5
551	160	5
551	160	3
551	170	5
551	175	3
551	185	8
552	120	1
552	125	1
552	130	1
552	130	1
552	130	1
552	130	1
552	130	1
552	135	1
552	135	1
552	135	1
552	135	1
552	135	1
552	140	2
552	140	2
552	140	2
552	140	2
552	140	2
552	145	2
552	145	2
552	145	2
552	145	2
552	145	2
552	150	2
552	150	2
552	150	2
552	150	2
552	150	3
552	155	4
552	155	5
552	155	5
552	155	5
552	155	5
552	160	5
552	160	3
552	160	5
552	160	5
552	160	10
552	165	5
552	165	5
552	165	5
552	165	5
552	165	5
552	170	6
552	170	5
552	170	4
552	170	8
552	170	5
552	175	4
552	175	5
552	175	6
552	175	4
552	175	5
552	180	6
552	180	9
552	185	6
552	185	9
552	195	19
552	200	8
552	215	18
554	130	2
554	130	1
554	135	2
554	135	3
554	135	1
554	135	2
554	135	2
554	140	2
554	140	2
554	140	4
554	140	2
554	140	2
554	145	2
554	145	2
554	145	2
554	145	2
554	145	2
554	150	4
554	150	2
554	150	3
554	150	3
554	150	7
554	155	4
554	155	3
554	155	5
554	155	6
554	155	6
554	160	3
554	160	6
554	160	8
554	160	5
554	160	5
554	165	5
554	165	5
554	165	5
554	165	5
554	165	5
554	170	4
554	170	4
554	170	8
554	170	5
554	170	5
554	175	8
554	175	5
554	175	7
554	175	5
554	175	8
554	180	6
554	180	6
554	180	6
554	180	5
554	185	13
554	185	11
554	185	10
554	185	14
554	185	10
554	190	8
554	190	13
554	190	10
554	190	10
554	190	10
554	195	14
554	195	11
554	195	12
554	195	8
554	200	8
554	205	8
554	210	14
554	210	13
554	215	14
554	215	17
558	120	1
558	125	1
558	125	1
558	125	1
558	125	1
558	125	1
558	130	1
558	130	1
558	130	1
558	130	1
558	130	1
558	135	1
558	135	2
558	135	1
558	135	2
558	135	2
558	140	1
558	140	2
558	140	2
558	140	2
558	140	2
558	145	2
558	145	2
558	145	2
558	145	1
558	145	2
558	150	2
558	150	5
558	150	2
558	150	2
558	150	2
558	155	2
558	155	5
558	155	2
558	155	4
558	155	6
558	160	2
558	160	6
558	160	3
558	160	4
558	160	3
558	165	3
558	165	5
558	165	5
558	165	5
558	165	3
558	170	5
558	170	5
558	170	5
558	175	8
558	175	5
558	175	7
558	180	7
558	205	6
560	125	2
560	130	1
560	130	1
560	130	1
560	130	1
560	130	1
560	135	1
560	135	1
560	135	1
560	135	2
560	135	1
560	140	2
560	140	2
560	140	2
560	140	1
560	140	2
560	145	3
560	145	4
560	145	3
560	145	2
560	145	2
560	150	5
560	150	2
560	150	2
560	150	3
560	150	4
560	155	5
560	155	5
560	155	5
560	155	8
560	155	5
560	160	7
560	160	2
560	160	2
560	160	4
560	160	3
560	165	4
560	165	7
560	165	7
560	165	5
560	165	5
560	170	5
560	170	5
560	170	4
560	170	3
560	170	5
560	175	6
560	175	5
560	175	6
560	175	7
560	175	6
560	180	5
560	180	6
560	180	8
560	180	5
560	180	5
560	185	13
560	185	10
560	185	7
560	185	8
560	185	10
560	190	9
560	190	15
560	190	6
560	190	8
560	190	6
560	195	10
560	195	11
560	195	15
560	195	7
560	195	12
560	200	12
560	200	13
560	200	14
560	200	12
560	200	10
560	205	12
560	210	11
562	85	0
562	115	1
562	115	2
562	120	1
562	120	1
562	125	1
562	125	1
562	125	1
562	125	1
562	125	1
562	130	1
562	130	1
562	130	1
562	130	1
562	130	1
562	135	1
562	135	2
562	135	1
562	135	1
562	135	1
562	140	1
562	140	1
562	140	2
562	140	1
562	140	2
562	145	2
562	145	2
562	145	2
562	145	2
562	145	3
562	150	2
562	150	2
562	150	2
562	150	2
562	150	3
562	155	2
562	155	4
562	155	2
562	155	2
562	155	2
562	160	5
562	160	5
562	160	5
562	160	8
562	160	2
562	165	4
562	165	5
562	165	5
562	165	6
562	165	13
562	170	5
562	170	4
562	170	5
562	170	5
562	170	8
562	175	3
562	175	5
562	175	5
562	175	6
562	175	5
562	180	4
562	180	4
562	180	4
562	180	10
562	180	8
562	185	8
562	185	11
562	185	10
562	185	6
562	185	10
562	190	13
562	190	13
562	190	7
562	190	8
562	195	8
562	195	7
562	195	8
562	195	8
562	195	6
562	200	10
562	200	11
562	200	13
562	200	5
562	200	13
562	205	11
562	205	13
562	205	10
562	205	11
562	205	13
562	210	12
562	210	11
562	210	14
563	65	0
563	65	0
563	70	0
563	70	0
563	70	0
563	75	0
563	75	0
563	75	0
563	75	0
563	75	0
563	80	0
563	80	0
563	80	0
563	80	0
563	85	0
563	85	0
563	85	0
563	85	0
563	85	0
563	90	0
563	90	0
563	90	0
563	90	0
563	90	0
563	95	0
563	95	1
563	95	0
563	95	0
563	95	0
563	100	0
563	100	0
563	100	0
563	100	0
563	100	1
563	105	3
563	105	0
563	110	1
563	110	1
563	110	1
563	110	1
563	110	2
563	115	1
563	115	1
563	115	1
563	115	1
563	115	0
563	120	1
563	120	1
563	120	1
563	120	1
563	120	1
563	125	1
563	125	1
563	125	1
563	125	1
563	125	1
563	130	1
563	130	1
563	130	1
563	130	1
563	130	1
563	135	1
563	135	1
563	135	1
563	135	1
563	135	1
563	140	1
563	140	1
563	140	2
563	140	2
563	140	2
563	145	2
563	145	3
563	145	2
563	145	2
563	145	2
563	150	3
563	150	2
563	150	2
563	150	5
563	150	3
563	155	5
563	155	3
563	155	4
563	155	5
563	155	5
563	160	5
563	160	4
563	160	4
563	160	3
563	160	3
563	165	5
563	165	5
563	165	3
563	165	3
563	165	3
563	170	5
563	170	6
563	170	5
563	170	9
563	175	5
563	175	5
563	175	8
563	175	3
563	175	8
563	180	5
563	180	5
563	180	5
563	180	9
563	180	5
563	185	9
563	185	6
563	185	12
563	185	5
563	190	8
563	190	6
563	190	10
563	190	8
563	190	10
563	195	8
563	195	9
563	195	12
563	195	2
563	195	8
563	200	14
563	200	15
563	200	8
563	200	8
563	200	7
563	205	14
563	205	13
563	205	9
563	205	14
563	210	11
563	210	15
563	210	17
563	210	8
563	215	14
563	220	11
563	220	15
563	225	16
563	225	12
563	225	13
563	225	10
563	230	15
563	230	13
563	230	14
563	230	13
563	235	14
563	240	10
563	240	17
563	255	18
563	255	19
563	260	21
564	110	1
564	115	1
564	120	1
564	120	1
564	120	1
564	120	1
564	120	1
564	125	1
564	125	1
564	125	1
564	125	1
564	130	1
564	130	1
564	130	1
564	130	1
564	130	1
564	135	1
564	135	1
564	135	2
564	135	1
564	135	1
564	140	1
564	140	1
564	140	2
564	140	1
564	140	1
564	145	2
564	145	2
564	145	2
564	145	3
564	145	2
564	150	1
564	150	2
564	150	2
564	150	4
564	150	3
564	155	2
564	155	7
564	155	5
564	155	5
564	155	6
564	160	5
564	160	5
564	160	5
564	165	5
564	165	5
564	165	3
564	165	4
564	165	5
564	170	5
564	170	4
564	170	5
564	175	6
564	175	5
564	175	5
564	180	3
