ch1	ch2	Rec	meanD	Rec2	Ae	pA	LOG
200.369	7.314	3	50	50G9	0.003311083	3.76E-06	4
250.233	0	3	30	50G9	0.001984594	2.26E-06	5
397.015	1.836	3	50	50G9	0.003311083	3.76E-06	6
267.265	5.823	3	55	50G9	0.003643134	4.14E-06	7
330.073	13.705	3	70	50G9	0.004640313	5.28E-06	8
355.69	20.874	3	70	50G9	0.004640313	5.28E-06	9
293.192	18.545	3	70	50G9	0.004640313	5.28E-06	10
3.753	97.738	3	65	50G9	0.004307749	4.90E-06	11
48.022	110.828	3	60	50G9	0.003975356	4.52E-06	12
14.479	92.406	3	60	50G9	0.003975356	4.52E-06	13
270.347	101.948	3	60	50G9	0.003975356	4.52E-06	14
1.798	117.021	3	60	50G9	0.003975356	4.52E-06	15
13.644	79.37	3	60	50G9	0.003975356	4.52E-06	16
70.199	112.546	3	60	50G9	0.003975356	4.52E-06	17
529.665	138.15	3	60	50G9	0.003975356	4.52E-06	18
1046.223	195.728	3	60	50G9	0.003975356	4.52E-06	19
500.293	167.814	3	60	50G9	0.003975356	4.52E-06	20
21.874	286.651	3	60	50G9	0.003975356	4.52E-06	21
14.532	159.208	3	60	50G9	0.003975356	4.52E-06	22
9.768	152.261	3	60	50G9	0.003975356	4.52E-06	23
6.205	121.247	3	60	50G9	0.003975356	4.52E-06	24
7.173	98.826	3	65	50G9	0.004307749	4.90E-06	25
65.194	60.295	3	55	50G9	0.003643134	4.14E-06	26
152.107	77.594	3	55	50G9	0.003643134	4.14E-06	27
21.42	105.159	3	50	50G9	0.003311083	3.76E-06	28
20.925	91.235	3	50	50G9	0.003311083	3.76E-06	29
2.105	140.256	3	55	50G9	0.003643134	4.14E-06	30
72.91	160.5	3	55	50G9	0.003643134	4.14E-06	31
3.896	78.799	3	55	50G9	0.003643134	4.14E-06	32
16.564	79.254	3	55	50G9	0.003643134	4.14E-06	33
0	89.295	3	85	50G9	0.005639035	6.41E-06	34
179.085	144.038	3	65	50G9	0.004307749	4.90E-06	35
9.4	246.413	3	60	50G9	0.003975356	4.52E-06	36
2.063	74.129	3	60	50G9	0.003975356	4.52E-06	37
1.886	111.45	3	60	50G9	0.003975356	4.52E-06	38
5.797	154.929	3	60	50G9	0.003975356	4.52E-06	39
294.68	189.618	3	55	50G9	0.003643134	4.14E-06	40
5.021	217.744	3	55	50G9	0.003643134	4.14E-06	41
85.752	214.239	3	55	50G9	0.003643134	4.14E-06	42
1368.459	0	3	30	50G9	0.001984594	2.26E-06	43
1182.48	8.519	3	35	50G9	0.002315959	2.63E-06	44
1334.55	0	3	30	50G9	0.001984594	2.26E-06	45
1792.195	0	3	30	50G9	0.001984594	2.26E-06	46
1621.993	3.54	3	35	50G9	0.002315959	2.63E-06	47
1646.592	23.206	3	35	50G9	0.002315959	2.63E-06	48
1105.663	35.264	3	35	50G9	0.002315959	2.63E-06	49
703.387	24.434	3	40	50G9	0.002647496	3.01E-06	50
1012.71	19.266	3	40	50G9	0.002647496	3.01E-06	51
864.402	33	3	35	50G9	0.002315959	2.63E-06	52
636.392	7.829	3	35	50G9	0.002315959	2.63E-06	53
622.85	17.316	3	40	50G9	0.002647496	3.01E-06	54
682.484	59.149	3	45	50G9	0.002979204	3.39E-06	55
634.018	24.709	3	45	50G9	0.002979204	3.39E-06	56
416.812	12.245	3	40	50G9	0.002647496	3.01E-06	57
520.982	16.223	3	40	50G9	0.002647496	3.01E-06	58
629.845	32.921	3	45	50G9	0.002979204	3.39E-06	59
651.326	31.744	3	45	50G9	0.002979204	3.39E-06	60
551.43	25.031	3	45	50G9	0.002979204	3.39E-06	61
600.117	23.705	3	45	50G9	0.002979204	3.39E-06	62
511.064	16.99	3	40	50G9	0.002647496	3.01E-06	63
439.372	37.713	3	50	50G9	0.003311083	3.76E-06	64
318.588	43.763	3	50	50G9	0.003311083	3.76E-06	65
316.133	25.568	3	45	50G9	0.002979204	3.39E-06	66
288.239	12.979	3	40	50G9	0.002647496	3.01E-06	67
160.161	30.699	3	45	50G9	0.002979204	3.39E-06	68
236.012	16.582	3	45	50G9	0.002979204	3.39E-06	69
255.943	17.36	3	40	50G9	0.002647496	3.01E-06	70
398.449	7.368	3	45	50G9	0.002979204	3.39E-06	71
256.735	6.577	3	50	50G9	0.003311083	3.76E-06	72
NA	NA	3	NA	50G9	879.2562591	0.999722864	73
13.301	139.169	4	50	50H0	0.003311083	4.16E-06	1
34.63	154.609	4	50	50H0	0.003311083	4.16E-06	2
343.342	153.301	4	55	50H0	0.003643134	4.58E-06	3
1103.33	144.022	4	55	50H0	0.003643134	4.58E-06	4
396.637	279.864	4	55	50H0	0.003643134	4.58E-06	5
10.67	173.891	4	60	50H0	0.003975356	5.00E-06	6
0.914	214.786	4	55	50H0	0.003643134	4.58E-06	7
300.212	113.54	4	55	50H0	0.003643134	4.58E-06	8
125.61	84.972	4	50	50H0	0.003311083	4.16E-06	9
202.069	111.429	4	60	50H0	0.003975356	5.00E-06	10
9.065	85.153	4	45	50H0	0.002979204	3.75E-06	11
19.11	131.61	4	55	50H0	0.003643134	4.58E-06	12
54.338	67.668	4	45	50H0	0.002979204	3.75E-06	13
26.817	111.879	4	45	50H0	0.002979204	3.75E-06	14
7.885	75.367	4	45	50H0	0.002979204	3.75E-06	15
329.273	60.364	4	45	50H0	0.002979204	3.75E-06	16
270.057	151.229	4	45	50H0	0.002979204	3.75E-06	17
246.263	58.396	4	45	50H0	0.002979204	3.75E-06	18
20.081	107.89	4	45	50H0	0.002979204	3.75E-06	19
11.56	109.321	4	50	50H0	0.003311083	4.16E-06	20
23.166	129.668	4	45	50H0	0.002979204	3.75E-06	21
88.29	185.963	4	50	50H0	0.003311083	4.16E-06	22
117.131	104.711	4	45	50H0	0.002979204	3.75E-06	23
137.56	84.757	4	45	50H0	0.002979204	3.75E-06	24
50.46	149.013	4	50	50H0	0.003311083	4.16E-06	25
173.604	99.847	4	50	50H0	0.003311083	4.16E-06	26
158.037	76.301	4	60	50H0	0.003975356	5.00E-06	27
426.458	56.315	4	50	50H0	0.003311083	4.16E-06	28
472.723	28.743	4	50	50H0	0.003311083	4.16E-06	29
539.929	15.831	4	40	50H0	0.002647496	3.33E-06	30
809.274	6.262	4	40	50H0	0.002647496	3.33E-06	31
2102.32	3.234	4	40	50H0	0.002647496	3.33E-06	32
1620.767	4.202	4	35	50H0	0.002315959	2.91E-06	33
1269.823	7.872	4	35	50H0	0.002315959	2.91E-06	34
1138.393	4.072	4	35	50H0	0.002315959	2.91E-06	35
1485.905	6.181	4	35	50H0	0.002315959	2.91E-06	36
1510.817	2.37	4	35	50H0	0.002315959	2.91E-06	37
1309.553	5.568	4	35	50H0	0.002315959	2.91E-06	38
1804.668	1.701	4	35	50H0	0.002315959	2.91E-06	39
1431.402	3.966	4	35	50H0	0.002315959	2.91E-06	40
2133.996	1.333	4	35	50H0	0.002315959	2.91E-06	41
1359.255	2.854	4	40	50H0	0.002647496	3.33E-06	42
1086.168	5.035	4	40	50H0	0.002647496	3.33E-06	43
2047.556	2.418	4	35	50H0	0.002315959	2.91E-06	44
1091.984	1.046	4	35	50H0	0.002315959	2.91E-06	45
728.1	0.848	4	35	50H0	0.002315959	2.91E-06	46
686.325	1.441	4	35	50H0	0.002315959	2.91E-06	47
665.962	4.277	4	35	50H0	0.002315959	2.91E-06	48
568.587	1.014	4	35	50H0	0.002315959	2.91E-06	49
393.513	0	4	30	50H0	0.001984594	2.50E-06	50
348.917	0	4	30	50H0	0.001984594	2.50E-06	51
459.58	0	4	30	50H0	0.001984594	2.50E-06	52
357.219	12.746	4	35	50H0	0.002315959	2.91E-06	53
565.506	4.105	4	40	50H0	0.002647496	3.33E-06	54
560.509	11.064	4	40	50H0	0.002647496	3.33E-06	55
282.355	8.4	4	40	50H0	0.002647496	3.33E-06	56
507.068	11.499	4	40	50H0	0.002647496	3.33E-06	57
460.541	7.564	4	40	50H0	0.002647496	3.33E-06	58
319.012	9.088	4	40	50H0	0.002647496	3.33E-06	59
651.811	12.757	4	35	50H0	0.002315959	2.91E-06	60
880.495	6.735	4	35	50H0	0.002315959	2.91E-06	61
756.802	1.812	4	35	50H0	0.002315959	2.91E-06	62
1057.949	7.011	4	35	50H0	0.002315959	2.91E-06	63
1209.236	5.26	4	35	50H0	0.002315959	2.91E-06	64
1198.908	7.928	4	40	50H0	0.002647496	3.33E-06	65
1180.186	0	4	30	50H0	0.001984594	2.50E-06	66
NA	NA	4	NA	50H0	794.9153007	0.999767703	67
NA	NA	5	NA	50H1	41.59998	0.999999519	1
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	2
NA	NA	5	NA	50H1	1.00E-05	2.40E-07	3
9.314	114.227	6	45	51G7	0.002979204	4.85E-06	1
NA	NA	6	NA	51G7	614.4970208	0.999995152	2
1371.055	94.013	7	40	51G8	0.002647496	3.07E-06	1
1257.556	82.933	7	35	51G8	0.002315959	2.68E-06	2
707.291	85.698	7	40	51G8	0.002647496	3.07E-06	3
847.283	125.706	7	40	51G8	0.002647496	3.07E-06	4
339.721	146.201	7	40	51G8	0.002647496	3.07E-06	5
379.418	99.975	7	40	51G8	0.002647496	3.07E-06	6
365.993	132.973	7	40	51G8	0.002647496	3.07E-06	7
702.24	65.32	7	35	51G8	0.002315959	2.68E-06	8
1044.66	34.293	7	40	51G8	0.002647496	3.07E-06	9
65.15	16.931	7	35	51G8	0.002315959	2.68E-06	10
13.212	34.872	7	35	51G8	0.002315959	2.68E-06	11
93.64	61.593	7	40	51G8	0.002647496	3.07E-06	12
128.882	71.794	7	40	51G8	0.002647496	3.07E-06	13
43.515	133.237	7	45	51G8	0.002979204	3.45E-06	14
146.494	321.57	7	45	51G8	0.002979204	3.45E-06	15
32.094	166.808	7	45	51G8	0.002979204	3.45E-06	16
76.34	108.069	7	40	51G8	0.002647496	3.07E-06	17
20.313	109.917	7	45	51G8	0.002979204	3.45E-06	18
8.239	107.369	7	50	51G8	0.003311083	3.83E-06	19
3.02	144.379	7	40	51G8	0.002647496	3.07E-06	20
2.325	144.735	7	45	51G8	0.002979204	3.45E-06	21
1.283	86.216	7	50	51G8	0.003311083	3.83E-06	22
6.937	60.603	7	50	51G8	0.003311083	3.83E-06	23
8.847	437.089	7	40	51G8	0.002647496	3.07E-06	24
16.455	524.405	7	55	51G8	0.003643134	4.22E-06	25
50.805	326.331	7	40	51G8	0.002647496	3.07E-06	26
6.816	194.821	7	40	51G8	0.002647496	3.07E-06	27
27.538	124.765	7	40	51G8	0.002647496	3.07E-06	28
605.553	0	7	30	51G8	0.001984594	2.30E-06	29
732.001	0	7	30	51G8	0.001984594	2.30E-06	30
592.099	0	7	30	51G8	0.001984594	2.30E-06	31
535.633	0.67	7	35	51G8	0.002315959	2.68E-06	32
389.915	0	7	30	51G8	0.001984594	2.30E-06	33
359.056	0	7	30	51G8	0.001984594	2.30E-06	34
284.945	0	7	30	51G8	0.001984594	2.30E-06	35
309.759	0	7	30	51G8	0.001984594	2.30E-06	36
326.637	0	7	30	51G8	0.001984594	2.30E-06	37
440.669	0	7	30	51G8	0.001984594	2.30E-06	38
464.975	0	7	30	51G8	0.001984594	2.30E-06	39
326.554	0	7	30	51G8	0.001984594	2.30E-06	40
261.257	0	7	30	51G8	0.001984594	2.30E-06	41
359.096	0	7	30	51G8	0.001984594	2.30E-06	42
286.005	0	7	30	51G8	0.001984594	2.30E-06	43
560.668	0	7	30	51G8	0.001984594	2.30E-06	44
431.504	34.079	7	35	51G8	0.002315959	2.68E-06	45
306.101	41.582	7	35	51G8	0.002315959	2.68E-06	46
327.872	24.396	7	35	51G8	0.002315959	2.68E-06	47
333.776	31.249	7	40	51G8	0.002647496	3.07E-06	48
259.708	15.414	7	40	51G8	0.002647496	3.07E-06	49
245.123	17.91	7	40	51G8	0.002647496	3.07E-06	50
273.704	25.8	7	40	51G8	0.002647496	3.07E-06	51
187.225	20.651	7	35	51G8	0.002315959	2.68E-06	52
201.323	15.535	7	35	51G8	0.002315959	2.68E-06	53
163.603	20.641	7	40	51G8	0.002647496	3.07E-06	54
144.659	24.902	7	40	51G8	0.002647496	3.07E-06	55
176.012	23.759	7	40	51G8	0.002647496	3.07E-06	56
209.331	27.963	7	40	51G8	0.002647496	3.07E-06	57
202.696	28.556	7	40	51G8	0.002647496	3.07E-06	58
388.902	48.452	7	40	51G8	0.002647496	3.07E-06	59
420.144	64.914	7	45	51G8	0.002979204	3.45E-06	60
629.344	85.835	7	40	51G8	0.002647496	3.07E-06	61
86.265	170.029	7	45	51G8	0.002979204	3.45E-06	62
121.964	219.812	7	45	51G8	0.002979204	3.45E-06	63
137.002	231.932	7	45	51G8	0.002979204	3.45E-06	64
159.104	43.726	7	40	51G8	0.002647496	3.07E-06	65
226.202	47.368	7	40	51G8	0.002647496	3.07E-06	66
160.018	14.306	7	35	51G8	0.002315959	2.68E-06	67
210.169	22.497	7	40	51G8	0.002647496	3.07E-06	68
221.993	37.311	7	35	51G8	0.002315959	2.68E-06	69
185.756	26.089	7	40	51G8	0.002647496	3.07E-06	70
196.197	78.51	7	40	51G8	0.002647496	3.07E-06	71
191.673	71.66	7	40	51G8	0.002647496	3.07E-06	72
423.787	56.287	7	40	51G8	0.002647496	3.07E-06	73
134.815	44.144	7	40	51G8	0.002647496	3.07E-06	74
676.031	103.716	7	40	51G8	0.002647496	3.07E-06	75
36.126	71.463	7	40	51G8	0.002647496	3.07E-06	76
216.431	75.883	7	40	51G8	0.002647496	3.07E-06	77
716.558	97.305	7	40	51G8	0.002647496	3.07E-06	78
18.438	63.949	7	40	51G8	0.002647496	3.07E-06	79
32.98	53.229	7	45	51G8	0.002979204	3.45E-06	80
35.596	92.484	7	50	51G8	0.003311083	3.83E-06	81
168.573	164.096	7	50	51G8	0.003311083	3.83E-06	82
1.426	145.127	7	50	51G8	0.003311083	3.83E-06	83
NA	NA	7	NA	51G8	863.4858856	0.999752096	84
209.316	158.987	8	45	51G9	0.002979204	3.44E-06	1
147.12	99.591	8	40	51G9	0.002647496	3.06E-06	2
140.075	146.486	8	45	51G9	0.002979204	3.44E-06	3
63.26	133.443	8	45	51G9	0.002979204	3.44E-06	4
59.592	123.756	8	45	51G9	0.002979204	3.44E-06	5
66.581	126.845	8	45	51G9	0.002979204	3.44E-06	6
56.794	90.862	8	55	51G9	0.003643134	4.21E-06	7
158.885	90.641	8	50	51G9	0.003311083	3.82E-06	8
151.198	91.762	8	50	51G9	0.003311083	3.82E-06	9
237.507	55.854	8	50	51G9	0.003311083	3.82E-06	10
128.476	37.956	8	50	51G9	0.003311083	3.82E-06	11
459.763	68.914	8	50	51G9	0.003311083	3.82E-06	12
67.621	39.89	8	45	51G9	0.002979204	3.44E-06	13
62.188	11.431	8	45	51G9	0.002979204	3.44E-06	14
98.262	10.519	8	45	51G9	0.002979204	3.44E-06	15
54.368	61.945	8	45	51G9	0.002979204	3.44E-06	16
29.305	99.551	8	50	51G9	0.003311083	3.82E-06	17
211.223	57.89	8	50	51G9	0.003311083	3.82E-06	18
65.634	61.737	8	50	51G9	0.003311083	3.82E-06	19
123.856	48.658	8	50	51G9	0.003311083	3.82E-06	20
447.067	73.821	8	50	51G9	0.003311083	3.82E-06	21
138.076	110.635	8	50	51G9	0.003311083	3.82E-06	22
171.544	124.422	8	55	51G9	0.003643134	4.21E-06	23
44.356	169.843	8	60	51G9	0.003975356	4.59E-06	24
81.633	44.863	8	60	51G9	0.003975356	4.59E-06	25
161.019	78.998	8	65	51G9	0.004307749	4.98E-06	26
91.731	102.327	8	65	51G9	0.004307749	4.98E-06	27
168.543	85.899	8	70	51G9	0.004640313	5.36E-06	28
210.41	89.263	8	65	51G9	0.004307749	4.98E-06	29
116.715	75.596	8	65	51G9	0.004307749	4.98E-06	30
127.275	92.428	8	70	51G9	0.004640313	5.36E-06	31
409.107	5.926	8	65	51G9	0.004307749	4.98E-06	32
293.57	19.19	8	70	51G9	0.004640313	5.36E-06	33
246.07	19.951	8	75	51G9	0.004973049	5.74E-06	34
261.378	19.779	8	70	51G9	0.004640313	5.36E-06	35
293.171	18.755	8	70	51G9	0.004640313	5.36E-06	36
382.464	11.276	8	70	51G9	0.004640313	5.36E-06	37
274.726	11.658	8	70	51G9	0.004640313	5.36E-06	38
187.156	4.462	8	65	51G9	0.004307749	4.98E-06	39
210.216	3.959	8	70	51G9	0.004640313	5.36E-06	40
273.939	4.598	8	65	51G9	0.004307749	4.98E-06	41
314.253	11.328	8	70	51G9	0.004640313	5.36E-06	42
352.264	13.88	8	70	51G9	0.004640313	5.36E-06	43
356.049	13.002	8	70	51G9	0.004640313	5.36E-06	44
308.354	13.83	8	70	51G9	0.004640313	5.36E-06	45
298.441	13.723	8	70	51G9	0.004640313	5.36E-06	46
210.609	12.905	8	70	51G9	0.004640313	5.36E-06	47
309.447	15.789	8	65	51G9	0.004307749	4.98E-06	48
351.917	13.829	8	65	51G9	0.004307749	4.98E-06	49
392.143	9.15	8	60	51G9	0.003975356	4.59E-06	50
373.929	5.927	8	60	51G9	0.003975356	4.59E-06	51
371.041	7.258	8	60	51G9	0.003975356	4.59E-06	52
302.882	6.208	8	55	51G9	0.003643134	4.21E-06	53
389.76	7.707	8	55	51G9	0.003643134	4.21E-06	54
416.37	25.812	8	50	51G9	0.003311083	3.82E-06	55
367.746	14.603	8	45	51G9	0.002979204	3.44E-06	56
303.809	8.073	8	45	51G9	0.002979204	3.44E-06	57
348.445	6.532	8	50	51G9	0.003311083	3.82E-06	58
415.422	8.141	8	45	51G9	0.002979204	3.44E-06	59
594.734	13.255	8	50	51G9	0.003311083	3.82E-06	60
537.411	10.441	8	45	51G9	0.002979204	3.44E-06	61
383.129	7.948	8	45	51G9	0.002979204	3.44E-06	62
386.362	15.478	8	45	51G9	0.002979204	3.44E-06	63
389.514	22.42	8	45	51G9	0.002979204	3.44E-06	64
309.335	18.399	8	45	51G9	0.002979204	3.44E-06	65
471.152	28.868	8	45	51G9	0.002979204	3.44E-06	66
395.659	18.874	8	40	51G9	0.002647496	3.06E-06	67
397.849	14.955	8	40	51G9	0.002647496	3.06E-06	68
475.182	13.99	8	40	51G9	0.002647496	3.06E-06	69
436.689	27.324	8	40	51G9	0.002647496	3.06E-06	70
350.979	20.491	8	45	51G9	0.002979204	3.44E-06	71
282.018	18.288	8	50	51G9	0.003311083	3.82E-06	72
277.429	9.558	8	50	51G9	0.003311083	3.82E-06	73
220.069	7.432	8	50	51G9	0.003311083	3.82E-06	74
219.608	21.055	8	55	51G9	0.003643134	4.21E-06	75
180.428	23.746	8	55	51G9	0.003643134	4.21E-06	76
178.618	20.424	8	55	51G9	0.003643134	4.21E-06	77
139.668	17.503	8	55	51G9	0.003643134	4.21E-06	78
115.815	14.162	8	55	51G9	0.003643134	4.21E-06	79
211.019	19.643	8	55	51G9	0.003643134	4.21E-06	80
169.458	41.369	8	50	51G9	0.003311083	3.82E-06	81
326.614	69.428	8	45	51G9	0.002979204	3.44E-06	82
212.314	73.241	8	45	51G9	0.002979204	3.44E-06	83
376.094	46.391	8	45	51G9	0.002979204	3.44E-06	84
267.8	50.493	8	45	51G9	0.002979204	3.44E-06	85
246.138	42.171	8	45	51G9	0.002979204	3.44E-06	86
204.672	33.456	8	40	51G9	0.002647496	3.06E-06	87
NA	NA	8	NA	51G9	865.4879993	0.999639639	88
77.506	100.121	9	70	51H0	0.004640313	5.36E-06	1
221.639	126.804	9	70	51H0	0.004640313	5.36E-06	2
315.586	117.66	9	70	51H0	0.004640313	5.36E-06	3
545.286	92.773	9	70	51H0	0.004640313	5.36E-06	4
209.023	96.017	9	70	51H0	0.004640313	5.36E-06	5
189.945	131.324	9	70	51H0	0.004640313	5.36E-06	6
12.283	115.045	9	70	51H0	0.004640313	5.36E-06	7
11.755	116.688	9	70	51H0	0.004640313	5.36E-06	8
54.511	199.737	9	70	51H0	0.004640313	5.36E-06	9
258.456	108.336	9	70	51H0	0.004640313	5.36E-06	10
219.595	91.697	9	70	51H0	0.004640313	5.36E-06	11
95.341	87.851	9	70	51H0	0.004640313	5.36E-06	12
68.847	61.749	9	70	51H0	0.004640313	5.36E-06	13
153.621	52.587	9	65	51H0	0.004307749	4.98E-06	14
16.955	86.54	9	65	51H0	0.004307749	4.98E-06	15
12.784	78.333	9	60	51H0	0.003975356	4.59E-06	16
69.841	102.905	9	60	51H0	0.003975356	4.59E-06	17
268.414	95.976	9	60	51H0	0.003975356	4.59E-06	18
24.837	71.142	9	55	51H0	0.003643134	4.21E-06	19
5.668	79.841	9	50	51H0	0.003311083	3.82E-06	20
112.523	82.937	9	55	51H0	0.003643134	4.21E-06	21
73.412	68.477	9	50	51H0	0.003311083	3.82E-06	22
62.304	92.909	9	50	51H0	0.003311083	3.82E-06	23
14.534	87.961	9	50	51H0	0.003311083	3.82E-06	24
96.01	77.427	9	50	51H0	0.003311083	3.82E-06	25
22.676	65.25	9	50	51H0	0.003311083	3.82E-06	26
10.699	101.367	9	50	51H0	0.003311083	3.82E-06	27
6.641	75.429	9	55	51H0	0.003643134	4.21E-06	28
8.514	104.463	9	60	51H0	0.003975356	4.59E-06	29
119.872	88.359	9	60	51H0	0.003975356	4.59E-06	30
161.063	65.069	9	55	51H0	0.003643134	4.21E-06	31
50.048	126.639	9	55	51H0	0.003643134	4.21E-06	32
295.509	86.613	9	55	51H0	0.003643134	4.21E-06	33
122.673	73.715	9	55	51H0	0.003643134	4.21E-06	34
180.522	84.976	9	60	51H0	0.003975356	4.59E-06	35
275.055	117.342	9	65	51H0	0.004307749	4.98E-06	36
163.594	125.272	9	60	51H0	0.003975356	4.59E-06	37
222.163	119.013	9	60	51H0	0.003975356	4.59E-06	38
34.08	102.894	9	60	51H0	0.003975356	4.59E-06	39
42.022	167.827	9	60	51H0	0.003975356	4.59E-06	40
289.741	113.7	9	60	51H0	0.003975356	4.59E-06	41
470.227	130.871	9	60	51H0	0.003975356	4.59E-06	42
362.977	112.447	9	60	51H0	0.003975356	4.59E-06	43
146.507	21.217	9	60	51H0	0.003975356	4.59E-06	44
276.644	27.364	9	60	51H0	0.003975356	4.59E-06	45
199.854	18.095	9	65	51H0	0.004307749	4.98E-06	46
264.38	10.823	9	50	51H0	0.003311083	3.82E-06	47
398.028	10.455	9	65	51H0	0.004307749	4.98E-06	48
